Syndicate Number,UMR,Insured Country,Risk Location,Insured Name,Insured - Policyholder Type,Risk Code,Risk / Certificate Reference,Original Currency,Sum Insured,Gross Annual Premium in Period,YOA,Part VII Indicator,Original Signing Number,Original Signing Date
3456,T34568174RP8,UNITED STATES,UNITED STATES,XYZ Trading Co,COMMERCIAL,3E,3E1362,CHF,4832162.96,430983.42,2024,,24/83268,28/11/2024
623,V6236806CZU,SPAIN,SPAIN,Smith Ltd,RETAIL,5,59041,CAD,1338210.1,83616.1,2023,N,22/61936,21/04/2023
7890,H789093228FT,NETHERLANDS,NETHERLANDS,Prime Industries Corp,CORPORATE,6,66152,AUD,20464926.97,3961872.02,2023,Y,21/56969,28/10/2023
1234,X123436410IV,INDIA,INDIA,XYZ Trading Co,COMMERCIAL,7,73969,GBP,5798938.7,474538.6,2021,Y,24/25663,19/06/2021
1234,M12348772EMD,SINGAPORE,SINGAPORE,Metro Business Group,COMMERCIAL,4,43906,CHF,1043401.56,117273.05,2021,,24/43031,13/09/2021
1234,L12342336M1S,JAPAN,JAPAN,Global Industries Inc,BUSINESS,3E,3E1997,JPY,2767125.4,392130.42,2022,,21/99484,11/07/2022
1234,K12347303L2U,UNITED KINGDOM,UNITED KINGDOM,Williams Group,RETAIL,1E,1E2136,CHF,459572.07,55854.46,2022,Y,22/93424,14/11/2022
7890,V78903534VU6,SWITZERLAND,SWITZERLAND,Jones & Co,RETAIL,6,69312,USD,53013.5,6151.47,2022,Y,24/13976,15/11/2022
623,J6232765MGS,FRANCE,FRANCE,Mega Corporation plc,CORPORATE,em,em9153,CAD,83267122.47,4891431.9,2025,Y,22/90372,22/06/2025
7890,V78902072MNI,BRAZIL,BRAZIL,Brown Enterprises,RETAIL,el,el4085,JPY,1184477.96,96159.78,2025,N,21/56965,31/01/2025
7890,V789062516UZ,INDIA,INDIA,Davis LLC,RETAIL,1T,1T7458,CAD,203908.33,15424.94,2025,,22/47035,14/06/2025
2791,M27918129NRR,NETHERLANDS,NETHERLANDS,Metro Business Group,COMMERCIAL,eh,eh8931,USD,8990599.34,508939.6,2024,,24/50094,11/09/2024
4567,C4567603160U,UNITED STATES,UNITED STATES,International Trading Co,BUSINESS,6,66138,CAD,1160110.31,94137.16,2021,,21/80030,15/01/2021
623,V62381070SG,SWITZERLAND,SWITZERLAND,Williams Group,RETAIL,4,41732,USD,190045.77,19254.62,2023,Y,21/69930,06/04/2023
3456,G34561255BN6,JAPAN,JAPAN,ABC Commercial Ltd,COMMERCIAL,1T,1T5758,AUD,9270571.09,763621.37,2023,Y,22/96454,19/06/2023
2791,B27913554FIY,SWITZERLAND,SWITZERLAND,City Enterprises plc,COMMERCIAL,el,el6074,USD,4784978.4,438299.46,2024,Y,23/63635,19/12/2024
623,G6238998JAY,SINGAPORE,SINGAPORE,Mega Corporation plc,CORPORATE,el,el8358,JPY,43070625.11,2567510.46,2024,Y,22/19243,22/11/2024
1234,F12349797L7J,MEXICO,MEXICO,Brown Enterprises,RETAIL,2E,2E5666,CAD,1734831.63,89748.05,2021,,23/47316,19/10/2021
4567,C45679158HSB,SINGAPORE,SINGAPORE,Continental Services plc,BUSINESS,eh,eh2791,GBP,3932402.35,404106.52,2021,Y,22/14984,18/07/2021
2791,N27917076PFV,GERMANY,GERMANY,Global Industries Inc,BUSINESS,eh,eh9251,AUD,4159132.26,359660.62,2021,Y,22/51670,23/01/2021
9012,L90128569HXO,CANADA,CANADA,International Trading Co,BUSINESS,2E,2E5780,EUR,2899143.28,164601.78,2021,,21/39522,05/04/2021
3456,O345621364VK,BRAZIL,BRAZIL,Jones & Co,RETAIL,8,83348,AUD,160262.88,8650.5,2023,,23/17433,27/02/2023
1234,X12346270NFD,UNITED KINGDOM,UNITED KINGDOM,International Trading Co,BUSINESS,6,61096,CHF,3751090.74,257664.86,2024,N,21/83755,30/01/2024
6789,S67899938CX6,AUSTRALIA,AUSTRALIA,Davis LLC,RETAIL,1T,1T7325,CAD,1246361.03,67638.62,2025,N,24/68939,02/05/2025
7890,E78908441TMF,BRAZIL,BRAZIL,XYZ Trading Co,COMMERCIAL,3E,3E7364,EUR,9562698.04,673002.71,2025,N,22/58244,11/01/2025
6789,W6789987149E,BRAZIL,BRAZIL,Metro Business Group,COMMERCIAL,2E,2E4409,GBP,2044011.12,159986.84,2023,N,24/64752,24/08/2023
7890,K78907535ETI,SWITZERLAND,SWITZERLAND,Supreme Holdings Ltd,CORPORATE,4,44188,JPY,18884484.95,1175760.5,2024,,23/70735,07/10/2024
6789,E67898704DXK,JAPAN,JAPAN,Urban Services Ltd,COMMERCIAL,8,87752,EUR,8529112.66,560999.73,2023,Y,22/38465,22/06/2023
8901,F89018257AHU,INDIA,INDIA,XYZ Trading Co,COMMERCIAL,8,85478,JPY,862418.72,137505.61,2022,,22/94048,25/07/2022
9012,H901231391RV,BELGIUM,BELGIUM,Urban Services Ltd,COMMERCIAL,2E,2E9693,JPY,4528663.65,744691.05,2022,,21/98629,19/02/2022
1234,C123461337M0,UNITED STATES,UNITED STATES,Supreme Holdings Ltd,CORPORATE,1E,1E6039,GBP,4252329.61,820655.27,2021,Y,23/91688,11/06/2021
9012,J901226622F5,ITALY,ITALY,Supreme Holdings Ltd,CORPORATE,5,57802,EUR,77168969.07,4804256.29,2024,Y,24/30746,14/10/2024
8901,V890134026DB,AUSTRALIA,AUSTRALIA,Brown Enterprises,RETAIL,9,98746,EUR,364305.6,38558.88,2024,N,24/32342,11/01/2024
9012,A901290578U5,ITALY,ITALY,ABC Commercial Ltd,COMMERCIAL,em,em7061,JPY,6892779.25,414732.91,2023,Y,22/27687,16/11/2023
4567,U45676254K22,FRANCE,FRANCE,Worldwide Logistics Ltd,BUSINESS,em,em9105,USD,2703740.13,347616.77,2024,Y,24/32159,05/07/2024
4567,P456762196BI,INDIA,INDIA,Williams Group,RETAIL,6,65310,EUR,139494.16,21540.39,2022,N,24/54239,21/01/2022
4567,E456711740AN,BELGIUM,BELGIUM,Brown Enterprises,RETAIL,8,87226,GBP,1115193.99,67728.76,2024,N,21/98067,18/05/2024
6789,N67896605EMJ,INDIA,INDIA,XYZ Trading Co,COMMERCIAL,3T,3T9008,CAD,1799070.12,338541.79,2023,N,23/20919,19/08/2023
1234,Z123431053DC,FRANCE,FRANCE,Williams Group,RETAIL,el,el2064,CHF,249952.28,12806.31,2023,Y,22/21453,08/02/2023
623,E6238549WLX,BELGIUM,BELGIUM,Davis LLC,RETAIL,9,92998,CAD,546877.66,33067.25,2021,Y,22/36151,11/02/2021
2791,Z27914818HZN,UNITED KINGDOM,UNITED KINGDOM,Urban Services Ltd,COMMERCIAL,9,94156,GBP,7104776.51,662197.21,2021,N,22/74920,06/11/2021
2791,F27919316AGH,UNITED STATES,UNITED STATES,XYZ Trading Co,COMMERCIAL,3E,3E9880,AUD,1944735.47,285118.54,2024,,22/26254,25/12/2024
1234,F12347466WVV,BELGIUM,BELGIUM,United Manufacturing Corp,BUSINESS,2E,2E5676,CAD,5430520.88,326755.84,2022,Y,24/42892,26/06/2022
3456,Y34563642CCM,CANADA,CANADA,Mega Corporation plc,CORPORATE,1E,1E8046,AUD,44013918.14,3397569.14,2025,Y,24/11572,12/12/2025
1234,S123452990LM,SWITZERLAND,SWITZERLAND,Brown Enterprises,RETAIL,7,77069,CAD,175460.3,8985.37,2023,N,23/74105,10/06/2023
8901,W89016781O5L,ITALY,ITALY,Brown Enterprises,RETAIL,2T,2T8596,CHF,759631.5,80877.85,2022,N,24/30012,14/03/2022
6789,M67893447OA2,SPAIN,SPAIN,Supreme Holdings Ltd,CORPORATE,1E,1E3474,CAD,68876706.03,4909866.48,2024,,22/38441,18/02/2024
623,G6231355RF3,CANADA,CANADA,Prime Industries Corp,CORPORATE,5,55549,USD,50624455.58,3120901.96,2024,Y,22/73771,06/11/2024
7890,V78901979MD8,ITALY,ITALY,City Enterprises plc,COMMERCIAL,4,45740,CAD,12331960.22,830592.81,2024,Y,22/77995,10/09/2024
3456,K34566089YPE,NETHERLANDS,NETHERLANDS,International Trading Co,BUSINESS,5,59677,GBP,1084397.84,107643.09,2024,N,23/58936,18/12/2024
2791,O27917062PHL,GERMANY,GERMANY,Jones & Co,RETAIL,7,76120,JPY,779744.39,93167.95,2023,,24/46769,12/10/2023
5678,K56784750ZV3,JAPAN,JAPAN,International Trading Co,BUSINESS,eh,eh9005,EUR,2496865.64,217475.16,2025,,24/12542,10/06/2025
8901,C89019670RV6,SPAIN,SPAIN,Premier Group International,CORPORATE,4,42096,CAD,35163347.07,2477322.45,2021,N,24/35320,22/05/2021
2791,H27914659WL3,UNITED STATES,UNITED STATES,City Enterprises plc,COMMERCIAL,el,el3394,CAD,8169265.29,948768.25,2023,N,23/73530,10/06/2023
9012,J901219920H2,JAPAN,JAPAN,Williams Group,RETAIL,2T,2T5066,CAD,131713.37,16542.63,2025,N,24/11430,02/06/2025
4567,U45677904CQ6,UNITED KINGDOM,UNITED KINGDOM,Jones & Co,RETAIL,2E,2E8318,EUR,1310944.81,89257.87,2022,,24/82779,22/03/2022
9012,O90125521HVK,FRANCE,FRANCE,Prime Industries Corp,CORPORATE,eh,eh3105,EUR,30799226.71,1786580.55,2024,N,21/26241,27/01/2024
5678,X56787144TWX,SPAIN,SPAIN,Elite Consortium Ltd,CORPORATE,5,53916,EUR,77448120.96,4376164.98,2025,N,21/94360,25/05/2025
5678,X56783160R7F,UNITED STATES,UNITED STATES,Smith Ltd,RETAIL,eh,eh9565,CHF,810710.3,92298.02,2025,Y,22/22040,04/07/2025
5678,P56787562TSX,BELGIUM,BELGIUM,Brown Enterprises,RETAIL,1T,1T3539,JPY,913695.79,76728.98,2023,,21/37165,18/08/2023
2791,H27911925XUB,CANADA,CANADA,International Trading Co,BUSINESS,eh,eh8842,CAD,6831234.42,428899.35,2021,Y,21/38704,30/04/2021
2791,Y27917484A1R,BELGIUM,BELGIUM,City Enterprises plc,COMMERCIAL,6,62113,EUR,11856171.21,798802.7,2022,Y,22/87289,19/01/2022
3456,W34562320UN6,UNITED KINGDOM,UNITED KINGDOM,Supreme Holdings Ltd,CORPORATE,7,77507,JPY,17107332.42,1298429.46,2022,Y,22/80284,04/01/2022
9012,F901243021JH,SWITZERLAND,SWITZERLAND,Metro Business Group,COMMERCIAL,3E,3E7432,CHF,18797834.47,986202.77,2023,Y,23/69198,15/01/2023
7890,G78904028END,INDIA,INDIA,XYZ Trading Co,COMMERCIAL,8,84279,AUD,1037565.58,138856.36,2025,,23/98369,20/04/2025
9012,S90125134HAA,UNITED STATES,UNITED STATES,International Trading Co,BUSINESS,3T,3T6471,JPY,1736393.69,109277.95,2023,Y,24/60930,17/06/2023
7890,P789056752Y7,ITALY,ITALY,ABC Commercial Ltd,COMMERCIAL,7,72757,CAD,6857488.31,836006.8,2024,Y,21/91169,26/01/2024
623,M6233613DNX,NETHERLANDS,NETHERLANDS,City Enterprises plc,COMMERCIAL,em,em7108,GBP,9778562.12,555267.42,2023,Y,23/64720,01/12/2023
623,E6235304Q79,FRANCE,FRANCE,Supreme Holdings Ltd,CORPORATE,eh,eh2971,GBP,49876091.45,3797606.95,2023,,21/72456,31/03/2023
623,S6235475JZR,AUSTRALIA,AUSTRALIA,XYZ Trading Co,COMMERCIAL,1T,1T4530,AUD,7970583.32,631312.92,2021,Y,24/98869,13/07/2021
623,F6231217UBC,BRAZIL,BRAZIL,Metro Business Group,COMMERCIAL,5,55613,JPY,4956140.23,367793.61,2021,,24/36568,17/05/2021
623,Z62310319BU,AUSTRALIA,AUSTRALIA,City Enterprises plc,COMMERCIAL,el,el9004,USD,13031829.03,719996.77,2023,Y,21/47554,06/07/2023
1234,L123470820TL,MEXICO,MEXICO,Worldwide Logistics Ltd,BUSINESS,3T,3T7668,JPY,5521488.32,336331.11,2025,Y,24/58773,28/08/2025
5678,L56788073DJE,MEXICO,MEXICO,Metro Business Group,COMMERCIAL,2E,2E8644,CAD,2910069.06,244064.47,2023,N,22/15604,25/06/2023
8901,Z89013285923,CHINA,CHINA,Continental Services plc,BUSINESS,7,72339,EUR,471543.22,54199.23,2022,N,21/75717,06/10/2022
623,R62336980Y2,UNITED KINGDOM,UNITED KINGDOM,Elite Consortium Ltd,CORPORATE,1T,1T2915,CHF,74918520.45,3769077.72,2025,N,23/81886,22/07/2025
8901,W89012743IXF,SWITZERLAND,SWITZERLAND,XYZ Trading Co,COMMERCIAL,2T,2T1009,CHF,2086105.41,189260.29,2024,,21/74907,14/03/2024
1234,G12349879W8G,SINGAPORE,SINGAPORE,Mega Corporation plc,CORPORATE,2T,2T1509,CAD,33050765.74,4100319.36,2023,N,21/37143,06/04/2023
1234,L12347602AVM,FRANCE,FRANCE,Metro Business Group,COMMERCIAL,3E,3E4415,JPY,9590866.53,599576.45,2021,N,24/91167,29/10/2021
7890,P78906236MJR,MEXICO,MEXICO,Brown Enterprises,RETAIL,7,79831,GBP,496739.18,63518.62,2025,Y,24/86955,14/11/2025
5678,Y56782422RTC,UNITED STATES,UNITED STATES,ABC Commercial Ltd,COMMERCIAL,1E,1E8449,JPY,7035309.53,419846.11,2024,N,23/41637,05/11/2024
7890,G78907727DYV,CHINA,CHINA,ABC Commercial Ltd,COMMERCIAL,3T,3T9295,EUR,3040991.99,598803.86,2021,N,21/75807,03/04/2021
7890,I78902927ZR6,SINGAPORE,SINGAPORE,Williams Group,RETAIL,9,93666,CHF,427411.0,77294.12,2023,Y,23/88790,19/06/2023
6789,P67898966IN0,GERMANY,GERMANY,International Trading Co,BUSINESS,8,87172,USD,3098988.42,385580.2,2021,Y,23/33943,25/04/2021
5678,Z56782902DF0,AUSTRALIA,AUSTRALIA,Urban Services Ltd,COMMERCIAL,el,el1387,JPY,10122184.49,962266.13,2025,N,24/58060,24/12/2025
6789,N67898760BPZ,SWITZERLAND,SWITZERLAND,Smith Ltd,RETAIL,9,92067,CHF,260822.7,36058.5,2021,Y,23/97123,03/07/2021
7890,A78903654DGH,SPAIN,SPAIN,Davis LLC,RETAIL,6,67116,USD,617679.94,34032.4,2024,,23/72636,04/02/2024
2791,H27914316FEZ,CHINA,CHINA,Smith Ltd,RETAIL,4,47092,GBP,1048799.19,99651.76,2025,Y,21/24778,26/09/2025
4567,K4567499242G,NETHERLANDS,NETHERLANDS,Continental Services plc,BUSINESS,6,68836,GBP,3987445.78,251874.78,2025,N,22/22982,30/03/2025
6789,E678930804F1,CHINA,CHINA,Brown Enterprises,RETAIL,8,89411,AUD,1239334.91,89188.6,2025,Y,22/42383,17/11/2025
6789,B67898075BLO,CANADA,CANADA,XYZ Trading Co,COMMERCIAL,2T,2T7122,CAD,5061751.15,452373.13,2023,N,24/89486,26/04/2023
2791,U27913576ISR,INDIA,INDIA,ABC Commercial Ltd,COMMERCIAL,7,78090,CAD,3665331.26,726056.33,2024,,21/64698,03/02/2024
8901,L89015544OQ3,SPAIN,SPAIN,Williams Group,RETAIL,9,95972,CAD,659836.98,63860.99,2021,,23/50388,29/08/2021
8901,P89016522DRM,CHINA,CHINA,United Manufacturing Corp,BUSINESS,4,42031,CAD,2605194.18,407388.8,2024,N,23/45553,27/05/2024
9012,S90124133ML3,BELGIUM,BELGIUM,United Manufacturing Corp,BUSINESS,2T,2T7742,EUR,3843822.84,314691.02,2025,N,23/88349,06/08/2025
3456,G34566922ZTH,SPAIN,SPAIN,Elite Consortium Ltd,CORPORATE,em,em9521,CAD,20250581.86,3390464.87,2025,Y,21/48202,23/11/2025
3456,U34569142NOZ,BELGIUM,BELGIUM,United Manufacturing Corp,BUSINESS,7,78521,CAD,4174227.62,310992.7,2022,,23/29181,11/05/2022
9012,A90122090G77,SINGAPORE,SINGAPORE,City Enterprises plc,COMMERCIAL,3E,3E5539,GBP,8495946.46,604594.08,2021,,24/36108,17/05/2021
623,N6237338LFE,FRANCE,FRANCE,ABC Commercial Ltd,COMMERCIAL,8,81672,JPY,12103004.01,708821.14,2024,Y,23/24085,07/10/2024
8901,G890116546UA,FRANCE,FRANCE,Metro Business Group,COMMERCIAL,2E,2E5541,CAD,5957075.64,342838.65,2023,N,24/41546,29/04/2023
3456,H34563485AV1,CANADA,CANADA,Supreme Holdings Ltd,CORPORATE,7,77279,CHF,16880333.91,2742150.57,2025,Y,21/31023,16/02/2025
9012,D901250334HQ,MEXICO,MEXICO,Jones & Co,RETAIL,3E,3E3843,CAD,105766.78,10562.34,2025,Y,23/24075,02/01/2025
3456,G34564804DCZ,SINGAPORE,SINGAPORE,City Enterprises plc,COMMERCIAL,4,43463,CHF,12592222.27,806407.28,2023,,24/90616,14/07/2023
623,N6239584MAS,JAPAN,JAPAN,City Enterprises plc,COMMERCIAL,eh,eh8244,EUR,10331673.55,809753.47,2025,,22/58884,15/03/2025
1234,Z12347619HLO,SINGAPORE,SINGAPORE,International Trading Co,BUSINESS,el,el5762,AUD,1789169.21,248089.55,2025,Y,24/88700,29/08/2025
623,W6231358NMN,GERMANY,GERMANY,City Enterprises plc,COMMERCIAL,2T,2T8148,AUD,4550863.61,395373.48,2025,,24/65592,15/02/2025
6789,I67898840FHV,CANADA,CANADA,Prime Industries Corp,CORPORATE,3T,3T9698,USD,7467475.47,898701.93,2023,Y,21/59996,06/07/2023
623,T6231820JSJ,ITALY,ITALY,Jones & Co,RETAIL,1T,1T5803,AUD,991463.2,61831.4,2022,Y,24/46505,06/04/2022
3456,H34562511WU2,INDIA,INDIA,Jones & Co,RETAIL,3E,3E5722,USD,1896687.71,99843.01,2024,,24/65478,26/03/2024
3456,Y34562663J2T,GERMANY,GERMANY,Brown Enterprises,RETAIL,eh,eh7044,USD,747530.09,66043.69,2021,,22/30017,01/10/2021
2791,Y27915461SAS,BELGIUM,BELGIUM,Global Industries Inc,BUSINESS,eh,eh7452,GBP,5644380.7,336279.81,2022,Y,22/16336,29/08/2022
2791,O27915027QZZ,SWITZERLAND,SWITZERLAND,Supreme Holdings Ltd,CORPORATE,2T,2T1692,CAD,11511045.35,1032512.86,2022,Y,24/27813,01/01/2022
4567,R4567987105Q,MEXICO,MEXICO,Urban Services Ltd,COMMERCIAL,6,66798,CAD,9206500.91,855822.06,2024,,24/42955,25/09/2024
6789,Z67891596HVN,MEXICO,MEXICO,Worldwide Logistics Ltd,BUSINESS,6,62892,CAD,4246410.35,307342.52,2022,,24/60144,12/07/2022
4567,Y45671262H11,MEXICO,MEXICO,Continental Services plc,BUSINESS,1E,1E3291,EUR,1387809.01,133014.31,2023,,23/61951,06/05/2023
2791,P27917541QQ5,BRAZIL,BRAZIL,Elite Consortium Ltd,CORPORATE,em,em3136,USD,10814488.21,2005300.8,2021,N,21/42160,16/03/2021
1234,M12348100CK3,SWITZERLAND,SWITZERLAND,Urban Services Ltd,COMMERCIAL,3T,3T8816,GBP,2128031.5,121772.59,2023,Y,24/18880,30/06/2023
5678,D567833910UC,ITALY,ITALY,Davis LLC,RETAIL,3E,3E4583,CHF,395162.45,30941.73,2022,,23/13164,18/08/2022
6789,T67896350KBS,BRAZIL,BRAZIL,Mega Corporation plc,CORPORATE,eh,eh8182,CHF,35244253.65,1844265.08,2023,N,24/77367,19/01/2023
8901,K890182060WF,SPAIN,SPAIN,XYZ Trading Co,COMMERCIAL,6,62526,GBP,3815336.96,333367.08,2025,,24/46144,21/07/2025
3456,G34567854UP3,UNITED KINGDOM,UNITED KINGDOM,International Trading Co,BUSINESS,1E,1E7994,EUR,7804864.22,442728.61,2021,,23/37605,01/01/2021
1234,Z12342082H6F,CANADA,CANADA,City Enterprises plc,COMMERCIAL,el,el2871,GBP,4557957.69,267491.28,2022,Y,24/54923,12/11/2022
5678,U56786349SY4,CHINA,CHINA,Prime Industries Corp,CORPORATE,3E,3E9520,CHF,31368546.75,2561840.99,2024,,23/87837,05/05/2024
3456,Q34565924R0O,CANADA,CANADA,Prime Industries Corp,CORPORATE,4,45920,JPY,6834022.19,1100659.88,2021,N,21/29394,12/10/2021
3456,D34569883SOO,BRAZIL,BRAZIL,United Manufacturing Corp,BUSINESS,em,em6426,USD,4699616.04,377572.69,2022,N,21/41784,25/03/2022
9012,B90128137OPO,GERMANY,GERMANY,Mega Corporation plc,CORPORATE,em,em6468,AUD,39311769.8,2465828.16,2024,N,21/50371,30/04/2024
7890,N78904852KVF,JAPAN,JAPAN,XYZ Trading Co,COMMERCIAL,em,em6359,JPY,5825394.71,788961.61,2024,,24/20863,21/02/2024
1234,R12348021RD8,UNITED KINGDOM,UNITED KINGDOM,International Trading Co,BUSINESS,eh,eh1841,AUD,2282048.31,324601.32,2021,Y,24/33274,17/01/2021
2791,B279137066LB,SWITZERLAND,SWITZERLAND,Davis LLC,RETAIL,el,el2349,EUR,1134582.88,76380.63,2023,Y,21/35198,29/03/2023
6789,T67895660EQ4,NETHERLANDS,NETHERLANDS,Jones & Co,RETAIL,1T,1T9435,EUR,578565.7,95878.39,2024,Y,24/89493,24/04/2024
4567,W456787443MS,BELGIUM,BELGIUM,Worldwide Logistics Ltd,BUSINESS,4,47571,CAD,698689.09,75674.62,2021,N,22/50543,08/12/2021
