Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Net_Claims_Reported,Net_Claims_Paid,Net_Claims_Outstanding,Net_Ultimate_Estimate
3000,2024-12-31,Legal expenses insurance,2017,3,6358567.443997372,4006613.189817617,2351954.2541797548,
3000,2024-12-31,Legal expenses insurance,2017,4,6442647.852550341,4755412.765482241,1687235.0870680995,
3000,2024-12-31,Legal expenses insurance,2017,5,8443582.458195265,5996234.456547625,2447348.00164764,
3000,2024-12-31,Legal expenses insurance,2017,6,8654937.712107208,6717630.943193612,1937306.768913596,
3000,2024-12-31,Legal expenses insurance,2017,7,9106986.198005028,9199327.782464145,-92341.58445911482,14065638.90895904
3000,2024-12-31,Legal expenses insurance,2018,0,6734154.793843946,1702656.365416853,5031498.428427094,
3000,2024-12-31,Legal expenses insurance,2018,1,8100920.573657922,3039567.5705069927,5061353.00315093,
3000,2024-12-31,Legal expenses insurance,2018,2,7903453.474661949,3399328.5464924853,4504124.928169464,
3000,2024-12-31,Legal expenses insurance,2018,3,10270201.710237691,6092060.063910637,4178141.646327056,
3000,2024-12-31,Legal expenses insurance,2018,4,10440929.932889149,6570722.666470738,3870207.2664184105,
3000,2024-12-31,Legal expenses insurance,2018,5,9320910.506231572,8363769.938208695,957140.568022878,
3000,2024-12-31,Legal expenses insurance,2018,6,11802358.84011481,11753590.749750253,48768.09036455676,20516167.305389658
3000,2024-12-31,Legal expenses insurance,2019,0,5837615.707592571,1241417.230375038,4596198.477217533,
3000,2024-12-31,Legal expenses insurance,2019,1,4956165.063938819,2384720.03196028,2571445.031978539,
3000,2024-12-31,Legal expenses insurance,2019,2,6255633.694625933,3679916.802405372,2575716.8922205605,
3000,2024-12-31,Legal expenses insurance,2019,3,6518132.306902549,4539912.505466329,1978219.8014362203,
3000,2024-12-31,Legal expenses insurance,2019,4,9275299.375047589,6769961.085925632,2505338.289121957,
3000,2024-12-31,Legal expenses insurance,2019,5,8146204.703254895,6160911.3142698845,1985293.3889850108,17166587.12652389
3000,2024-12-31,Legal expenses insurance,2020,0,7318042.119438258,2003693.9487680437,5314348.170670215,
3000,2024-12-31,Legal expenses insurance,2020,1,6232508.02172249,2981257.0080873407,3251251.013635149,
3000,2024-12-31,Legal expenses insurance,2020,2,8498831.354187338,4084241.627273985,4414589.7269133525,
3000,2024-12-31,Legal expenses insurance,2020,3,10661706.5187453,4851373.976575431,5810332.542169868,
3000,2024-12-31,Legal expenses insurance,2020,4,9906649.330420818,8006053.033114302,1900596.297306516,21343624.179035507
3000,2024-12-31,Legal expenses insurance,2021,0,872823.3727120622,140567.89471240272,732255.4779996595,
3000,2024-12-31,Legal expenses insurance,2021,1,1142547.9450086616,460220.781924851,682327.1630838106,
3000,2024-12-31,Legal expenses insurance,2021,2,1055446.3267554669,507755.2443285203,547691.0824269466,
3000,2024-12-31,Legal expenses insurance,2021,3,1496247.1804943343,871432.8232155975,624814.357278737,3091471.8955312567
3000,2024-12-31,Legal expenses insurance,2022,0,5716914.024872817,469002.6869302716,5247911.337942545,
3000,2024-12-31,Legal expenses insurance,2022,1,5451075.297242848,2455991.355649889,2995083.9415929588,
3000,2024-12-31,Legal expenses insurance,2022,2,6864613.830057684,2924200.2007333008,3940413.629324384,15850020.828854008
3000,2024-12-31,Legal expenses insurance,2023,0,1652928.6016830218,98391.40792835092,1554537.193754671,
3000,2024-12-31,Legal expenses insurance,2023,1,1752495.234664385,643123.3929707035,1109371.8416936814,4845406.029101258
3000,2024-12-31,Legal expenses insurance,2024,0,3424868.982621139,343789.9041547581,3081079.078466381,13009187.740020167
6117,2024-12-31,Miscellaneous financial loss,2015,0,1756902.3302383537,316355.5409378176,1440546.7893005358,
6117,2024-12-31,Miscellaneous financial loss,2015,1,1832828.775431536,799799.8353987542,1033028.940032782,
6117,2024-12-31,Miscellaneous financial loss,2015,2,2060206.545137138,950927.4070549884,1109279.1380821497,
6117,2024-12-31,Miscellaneous financial loss,2015,3,2526610.0397180943,1558268.9283114276,968341.1114066668,
6117,2024-12-31,Miscellaneous financial loss,2015,4,2829016.694215432,1714997.3956549044,1114019.298560527,
6117,2024-12-31,Miscellaneous financial loss,2015,5,2885442.0920094,2015996.856079468,869445.235929932,
6117,2024-12-31,Miscellaneous financial loss,2015,6,3337007.806737922,3024738.8223328413,312268.9844050808,
6117,2024-12-31,Miscellaneous financial loss,2015,7,3805605.4274045946,3118160.8012713585,687444.6261332361,
6117,2024-12-31,Miscellaneous financial loss,2015,8,3240965.7158123464,3190337.394527001,50628.32128534559,
6117,2024-12-31,Miscellaneous financial loss,2015,9,4145120.888066952,4131594.1566411913,13526.731425760314,5598655.260799341
6117,2024-12-31,Miscellaneous financial loss,2016,0,7845339.414216723,533737.6957213709,7311601.718495352,
6117,2024-12-31,Miscellaneous financial loss,2016,1,9228667.269272257,3355551.418096383,5873115.851175874,
6117,2024-12-31,Miscellaneous financial loss,2016,2,9061048.7439433,4068931.651824976,4992117.092118325,
6117,2024-12-31,Miscellaneous financial loss,2016,3,10859451.389230773,7446799.926963384,3412651.4622673886,
6117,2024-12-31,Miscellaneous financial loss,2016,4,11040898.54288294,7857970.062249464,3182928.480633476,
6117,2024-12-31,Miscellaneous financial loss,2016,5,14148480.95991056,9652864.94174342,4495616.018167142,
6117,2024-12-31,Miscellaneous financial loss,2016,6,12305650.46096365,12732380.434035975,-426729.9730723277,
6117,2024-12-31,Miscellaneous financial loss,2016,7,17127016.85166531,14573933.37901312,2553083.4726521918,
6117,2024-12-31,Miscellaneous financial loss,2016,8,17411282.50438393,13668232.653706552,3743049.8506773766,23956100.330851816
6117,2024-12-31,Miscellaneous financial loss,2017,0,6397310.24141605,652692.4884930248,5744617.752923025,
6117,2024-12-31,Miscellaneous financial loss,2017,1,6438429.914069522,2818613.167587256,3619816.746482266,
6117,2024-12-31,Miscellaneous financial loss,2017,2,8361063.75158966,4445314.780383756,3915748.971205903,
6117,2024-12-31,Miscellaneous financial loss,2017,3,7880839.634718004,4650737.487844532,3230102.146873472,
6117,2024-12-31,Miscellaneous financial loss,2017,4,7992245.673904045,6599985.711477118,1392259.962426927,
6117,2024-12-31,Miscellaneous financial loss,2017,5,10024806.199952222,7974859.101056226,2049947.098895996,
6117,2024-12-31,Miscellaneous financial loss,2017,6,12210751.103103386,11697222.56776752,513528.53533586673,
6117,2024-12-31,Miscellaneous financial loss,2017,7,13094503.36668029,10696492.086108418,2398011.2805718724,20031052.793833163
6117,2024-12-31,Miscellaneous financial loss,2018,0,4902833.669079874,182557.9333736997,4720275.735706174,
6117,2024-12-31,Miscellaneous financial loss,2018,1,4368570.848721242,1517337.285313751,2851233.5634074905,
6117,2024-12-31,Miscellaneous financial loss,2018,2,4819812.432241555,2037930.818740872,2781881.613500684,
6117,2024-12-31,Miscellaneous financial loss,2018,3,4371791.0139049925,2577976.551672324,1793814.462232669,
6117,2024-12-31,Miscellaneous financial loss,2018,4,6078004.463048723,4147031.4913375983,1930972.9717111243,
6117,2024-12-31,Miscellaneous financial loss,2018,5,6272968.620570303,4934670.221776638,1338298.3987936648,
6117,2024-12-31,Miscellaneous financial loss,2018,6,7914042.5829801345,5616341.389645114,2297701.193335021,12151277.938299708
6117,2024-12-31,Miscellaneous financial loss,2019,0,6492138.908485216,2041500.7543720768,4450638.15411314,
6117,2024-12-31,Miscellaneous financial loss,2019,1,7576386.0878768,3472970.5172935966,4103415.570583204,
6117,2024-12-31,Miscellaneous financial loss,2019,2,10002947.11249201,4157539.545347484,5845407.567144526,
6117,2024-12-31,Miscellaneous financial loss,2019,3,11114070.168856915,4942747.454667213,6171322.714189702,
6117,2024-12-31,Miscellaneous financial loss,2019,4,10730120.24025438,8256491.603425016,2473628.636829364,
6117,2024-12-31,Miscellaneous financial loss,2019,5,11842621.959593102,9800202.552954849,2042419.4066382556,22051734.712863885
6117,2024-12-31,Miscellaneous financial loss,2020,0,5707526.44366509,1074634.659052093,4632891.7846129965,
6117,2024-12-31,Miscellaneous financial loss,2020,1,5063670.356822724,2318898.8229044774,2744771.533918246,
6117,2024-12-31,Miscellaneous financial loss,2020,2,7154705.955519487,3758832.523963512,3395873.4315559748,
6117,2024-12-31,Miscellaneous financial loss,2020,3,7217282.870924521,3881842.371236533,3335440.4996879883,
6117,2024-12-31,Miscellaneous financial loss,2020,4,9449738.887189817,5756210.343958912,3693528.543230904,16680662.427170066
6117,2024-12-31,Miscellaneous financial loss,2021,0,4579682.367411503,996775.162861824,3582907.2045496786,
6117,2024-12-31,Miscellaneous financial loss,2021,1,5171730.262578264,1650944.8248002485,3520785.437778016,
6117,2024-12-31,Miscellaneous financial loss,2021,2,4386926.795230436,2718086.4114558445,1668840.3837745916,
6117,2024-12-31,Miscellaneous financial loss,2021,3,5542639.987822466,3792943.912174809,1749696.0756476568,13124042.82501229
6117,2024-12-31,Miscellaneous financial loss,2022,0,6010470.326261664,1430141.069701266,4580329.256560398,
6117,2024-12-31,Miscellaneous financial loss,2022,1,9291673.13432544,3764385.111196746,5527288.023128695,
6117,2024-12-31,Miscellaneous financial loss,2022,2,9657557.625867872,5958906.1710087,3698651.454859172,29177216.129748184
6117,2024-12-31,Miscellaneous financial loss,2023,0,4001814.338307065,146463.99295543256,3855350.345351632,
6117,2024-12-31,Miscellaneous financial loss,2023,1,5222865.597308695,1946247.233646495,3276618.3636622,15142586.085986866
6117,2024-12-31,Miscellaneous financial loss,2024,0,6127505.514595626,85033.23613192445,6042472.278463702,16868622.1391759
6117,2024-12-31,Legal expenses insurance,2015,0,1700437.217561491,55209.440182902326,1645227.777378589,
6117,2024-12-31,Legal expenses insurance,2015,1,2004440.8672477663,822549.1022529658,1181891.7649948006,
6117,2024-12-31,Legal expenses insurance,2015,2,2211377.2869684687,1045176.1011105316,1166201.1858579372,
6117,2024-12-31,Legal expenses insurance,2015,3,2179137.924771678,1217161.779886599,961976.1448850796,
6117,2024-12-31,Legal expenses insurance,2015,4,2408977.4315310232,1801168.41316561,607809.0183654132,
6117,2024-12-31,Legal expenses insurance,2015,5,2780470.118794202,1916079.1632036627,864390.9555905391,
6117,2024-12-31,Legal expenses insurance,2015,6,3375230.3498925124,2476464.0191814583,898766.3307110542,
6117,2024-12-31,Legal expenses insurance,2015,7,2719153.307930995,2613946.7331103464,105206.5748206484,
6117,2024-12-31,Legal expenses insurance,2015,8,3776206.645007763,3176412.51805017,599794.126957593,
6117,2024-12-31,Legal expenses insurance,2015,9,3926736.810013611,3219275.232837142,707461.5771764689,5157129.570366742
6117,2024-12-31,Legal expenses insurance,2016,0,4629787.723631661,42100.499888785496,4587687.223742876,
6117,2024-12-31,Legal expenses insurance,2016,1,6947745.347761255,2637615.011105474,4310130.336655781,
6117,2024-12-31,Legal expenses insurance,2016,2,6720782.62150675,3987638.50499453,2733144.116512219,
6117,2024-12-31,Legal expenses insurance,2016,3,7380546.118884539,4984239.9583825935,2396306.1605019458,
6117,2024-12-31,Legal expenses insurance,2016,4,7764225.529812713,6913946.607229961,850278.9225827521,
6117,2024-12-31,Legal expenses insurance,2016,5,11293723.945999732,7471813.990284732,3821909.9557150006,
6117,2024-12-31,Legal expenses insurance,2016,6,11648431.924367458,10454102.524219025,1194329.4001484327,
6117,2024-12-31,Legal expenses insurance,2016,7,10933267.863245009,12677770.557084812,-1744502.693839803,
6117,2024-12-31,Legal expenses insurance,2016,8,14013197.108935896,10155883.24128778,3857313.8676481154,19062732.56480953
6117,2024-12-31,Legal expenses insurance,2017,0,3081539.3387717456,158569.00654894393,2922970.3322228016,
6117,2024-12-31,Legal expenses insurance,2017,1,2802128.456055205,1012681.8783339238,1789446.577721281,
6117,2024-12-31,Legal expenses insurance,2017,2,2637512.995294315,1586738.1938018524,1050774.8014924624,
6117,2024-12-31,Legal expenses insurance,2017,3,3341165.502687862,2092123.329815956,1249042.1728719063,
6117,2024-12-31,Legal expenses insurance,2017,4,4170487.9797062897,2933674.4547669524,1236813.5249393373,
6117,2024-12-31,Legal expenses insurance,2017,5,3812692.1632769178,3546842.1977884355,265849.96548848227,
6117,2024-12-31,Legal expenses insurance,2017,6,3680961.924629424,4220986.5417464655,-540024.6171170413,
6117,2024-12-31,Legal expenses insurance,2017,7,4352907.870431528,4572815.95048672,-219908.0800551921,7631112.732254049
6117,2024-12-31,Legal expenses insurance,2018,0,9606780.230503418,1264238.8560903426,8342541.374413075,
6117,2024-12-31,Legal expenses insurance,2018,1,8603429.559496153,4126427.6605206593,4477001.898975493,
6117,2024-12-31,Legal expenses insurance,2018,2,11909236.685948191,6273636.730657239,5635599.955290952,
6117,2024-12-31,Legal expenses insurance,2018,3,10456731.193621123,6731270.783662158,3725460.409958965,
6117,2024-12-31,Legal expenses insurance,2018,4,13202136.817857925,8490172.45729411,4711964.360563813,
6117,2024-12-31,Legal expenses insurance,2018,5,13014423.792440671,12434646.085894242,579777.7065464314,
6117,2024-12-31,Legal expenses insurance,2018,6,15408291.074142538,16052915.48063339,-644624.4064908512,28313201.64250874
6117,2024-12-31,Legal expenses insurance,2019,0,5419517.902337761,245512.53866821743,5174005.363669544,
6117,2024-12-31,Legal expenses insurance,2019,1,5140640.3298441805,2303816.466984237,2836823.8628599434,
6117,2024-12-31,Legal expenses insurance,2019,2,6886615.260274221,3832360.717390966,3054254.542883255,
6117,2024-12-31,Legal expenses insurance,2019,3,7472142.445783035,4031654.697814692,3440487.747968343,
6117,2024-12-31,Legal expenses insurance,2019,4,7538908.603150409,5178525.940491071,2360382.6626593377,
6117,2024-12-31,Legal expenses insurance,2019,5,8274836.7776136035,7994460.9671953,280375.8104183031,18230292.88559288
6117,2024-12-31,Legal expenses insurance,2020,0,8457639.594175389,123942.0817265417,8333697.512448847,
6117,2024-12-31,Legal expenses insurance,2020,1,9659294.101176716,4413050.848325819,5246243.252850898,
6117,2024-12-31,Legal expenses insurance,2020,2,9944827.801325751,6492052.961767504,3452774.8395582475,
6117,2024-12-31,Legal expenses insurance,2020,3,14342783.780726912,7588856.854652203,6753926.926074711,
6117,2024-12-31,Legal expenses insurance,2020,4,12594822.663085377,8338491.198292753,4256331.464792624,28731436.753091957
6117,2024-12-31,Legal expenses insurance,2021,0,4427962.288829801,1318139.002872481,3109823.28595732,
6117,2024-12-31,Legal expenses insurance,2021,1,5853032.408202105,2533843.490347242,3319188.917854863,
6117,2024-12-31,Legal expenses insurance,2021,2,6968201.074495041,4325131.212967874,2643069.8615271677,
6117,2024-12-31,Legal expenses insurance,2021,3,8647527.936316071,5590165.317350814,3057362.618965257,19429624.55021124
6117,2024-12-31,Legal expenses insurance,2022,0,738559.4539471176,135047.32258921026,603512.1313579073,
6117,2024-12-31,Legal expenses insurance,2022,1,1192484.9218693525,421449.9196123526,771035.0022569998,
6117,2024-12-31,Legal expenses insurance,2022,2,1277005.895095964,629935.6262318566,647070.2688641073,3623307.974897795
