Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Reins_Claims_Reported,Reins_Claims_Paid,Reins_Claims_Outstanding
5000,2024-12-31,Workers compensation insurance,2016,2,5520014.31269733,3035014.728933284,2484999.583764045
5000,2024-12-31,Workers compensation insurance,2016,3,4826296.5411316175,3379399.137875685,1446897.403255932
5000,2024-12-31,Workers compensation insurance,2016,4,4884004.032423059,5527968.235426854,-643964.2030037949
5000,2024-12-31,Workers compensation insurance,2016,5,6329981.082693984,4882840.666799178,1447140.4158948057
5000,2024-12-31,Workers compensation insurance,2016,6,8347011.599233736,8049416.774545704,297594.82468803227
5000,2024-12-31,Workers compensation insurance,2016,7,9764882.52511418,8790102.871272473,974779.653841706
5000,2024-12-31,Workers compensation insurance,2016,8,9321047.55691877,7881356.60124567,1439690.9556731004
5000,2024-12-31,Workers compensation insurance,2017,0,1980920.894352157,617421.2062057852,1363499.688146372
5000,2024-12-31,Workers compensation insurance,2017,1,3714921.414287302,1560037.418309607,2154883.995977695
5000,2024-12-31,Workers compensation insurance,2017,2,4922417.371553903,2098119.9897653856,2824297.381788518
5000,2024-12-31,Workers compensation insurance,2017,3,4744591.643883569,2463084.2174458816,2281507.426437688
5000,2024-12-31,Workers compensation insurance,2017,4,4489170.572599156,4498771.703090776,-9601.13049161993
5000,2024-12-31,Workers compensation insurance,2017,5,6259596.334138492,5230434.90913086,1029161.425007632
5000,2024-12-31,Workers compensation insurance,2017,6,6916860.593060127,4991763.679969587,1925096.91309054
5000,2024-12-31,Workers compensation insurance,2017,7,9070331.24102406,6004918.531372597,3065412.7096514627
5000,2024-12-31,Workers compensation insurance,2018,0,2598555.4236308886,336654.72257702047,2261900.701053868
5000,2024-12-31,Workers compensation insurance,2018,1,4948867.073209242,2026272.3960716808,2922594.677137561
5000,2024-12-31,Workers compensation insurance,2018,2,6526955.880112101,3660293.966437317,2866661.9136747844
5000,2024-12-31,Workers compensation insurance,2018,3,5762029.90338359,3617336.3933750354,2144693.510008555
5000,2024-12-31,Workers compensation insurance,2018,4,8010227.960163043,5291489.007598642,2718738.9525644006
5000,2024-12-31,Workers compensation insurance,2018,5,7905610.801031652,5769038.790713061,2136572.0103185917
5000,2024-12-31,Workers compensation insurance,2018,6,10959546.23444487,6553065.600930483,4406480.633514387
5000,2024-12-31,Workers compensation insurance,2019,0,3290239.482783747,345873.70156480215,2944365.7812189446
5000,2024-12-31,Workers compensation insurance,2019,1,3281039.971964857,1767670.0690830126,1513369.902881845
5000,2024-12-31,Workers compensation insurance,2019,2,4378077.944912221,1910322.7310210613,2467755.21389116
5000,2024-12-31,Workers compensation insurance,2019,3,5976444.840120949,2944810.865509123,3031633.974611826
5000,2024-12-31,Workers compensation insurance,2019,4,5447958.712597774,4299490.417419993,1148468.295177781
5000,2024-12-31,Workers compensation insurance,2019,5,4933862.951377104,4902246.529986402,31616.421390702017
5000,2024-12-31,Workers compensation insurance,2020,0,4478274.060789524,997604.9657349776,3480669.0950545464
5000,2024-12-31,Workers compensation insurance,2020,1,4850167.276333118,2128804.261435836,2721363.014897282
5000,2024-12-31,Workers compensation insurance,2020,2,5647814.734542719,2353020.788887511,3294793.945655208
5000,2024-12-31,Workers compensation insurance,2020,3,7124936.63998699,3809608.2747535487,3315328.3652334413
5000,2024-12-31,Workers compensation insurance,2020,4,5408765.351919228,3715790.39939529,1692974.952523938
5000,2024-12-31,Workers compensation insurance,2021,0,2428359.485687813,657113.4464814669,1771246.039206346
5000,2024-12-31,Workers compensation insurance,2021,1,2336809.44041526,1389419.1514444004,947390.2889708596
5000,2024-12-31,Workers compensation insurance,2021,2,2517517.7091641165,1561809.7131665552,955707.9959975614
5000,2024-12-31,Workers compensation insurance,2021,3,4320770.843341684,1640823.21020419,2679947.633137494
5000,2024-12-31,Workers compensation insurance,2022,0,5359387.099002392,63089.46223829494,5296297.636764097
5000,2024-12-31,Workers compensation insurance,2022,1,6478173.055007934,2889423.365847768,3588749.6891601663
5000,2024-12-31,Workers compensation insurance,2022,2,8551800.213829167,3672366.398962516,4879433.814866651
5000,2024-12-31,Workers compensation insurance,2023,0,9106943.417194355,271015.3849581225,8835928.032236233
5000,2024-12-31,Workers compensation insurance,2023,1,7008630.344036547,2064328.2992066704,4944302.044829876
5000,2024-12-31,Workers compensation insurance,2024,0,4006386.479142498,324897.9076759871,3681488.571466511
5000,2024-12-31,Medical expense insurance,2015,0,2664745.8130083047,371801.23123925785,2292944.581769047
5000,2024-12-31,Medical expense insurance,2015,1,3356650.1608293927,1593968.3343462318,1762681.826483161
5000,2024-12-31,Medical expense insurance,2015,2,3491591.780902504,2049160.5248361889,1442431.256066315
5000,2024-12-31,Medical expense insurance,2015,3,4413593.502889243,2002945.259305935,2410648.243583308
5000,2024-12-31,Medical expense insurance,2015,4,4076358.993832588,2849180.439486152,1227178.5543464366
5000,2024-12-31,Medical expense insurance,2015,5,3910102.590633589,4647126.122067025,-737023.5314334361
5000,2024-12-31,Medical expense insurance,2015,6,4949215.162502867,4990495.490796043,-41280.32829317544
5000,2024-12-31,Medical expense insurance,2015,7,7023955.57158315,4436531.409209375,2587424.1623737747
5000,2024-12-31,Medical expense insurance,2015,8,7512430.480594137,6427271.015823481,1085159.464770656
5000,2024-12-31,Medical expense insurance,2015,9,6519016.774881649,7114997.35523254,-595980.5803508908
5000,2024-12-31,Medical expense insurance,2016,0,9231239.419403773,570735.0987750604,8660504.320628712
5000,2024-12-31,Medical expense insurance,2016,1,7502923.123278823,2194804.300371692,5308118.822907131
5000,2024-12-31,Medical expense insurance,2016,2,6388443.788829319,3541661.978888486,2846781.809940833
5000,2024-12-31,Medical expense insurance,2016,3,9161879.072441312,4496429.665658959,4665449.406782352
5000,2024-12-31,Medical expense insurance,2016,4,11367890.16378626,7592787.402790817,3775102.760995441
5000,2024-12-31,Medical expense insurance,2016,5,12589773.915041478,8961504.567568038,3628269.3474734407
5000,2024-12-31,Medical expense insurance,2016,6,8343170.720277588,8160599.086629646,182571.633647942
5000,2024-12-31,Medical expense insurance,2016,7,10218123.167193212,11596773.2760815,-1378650.108888287
5000,2024-12-31,Medical expense insurance,2016,8,15305044.07207774,11074789.059556002,4230255.012521738
5000,2024-12-31,Medical expense insurance,2017,0,7008313.604697119,10002.300975289412,6998311.30372183
5000,2024-12-31,Medical expense insurance,2017,1,6614766.601625365,2064575.5277332405,4550191.073892125
5000,2024-12-31,Medical expense insurance,2017,2,6536328.875118965,4234164.267204225,2302164.60791474
5000,2024-12-31,Medical expense insurance,2017,3,9573288.750074085,4528126.212391865,5045162.537682218
5000,2024-12-31,Medical expense insurance,2017,4,10583707.820101349,4542715.447279219,6040992.372822128
5000,2024-12-31,Medical expense insurance,2017,5,9229614.109354276,5966809.051454834,3262805.0578994425
5000,2024-12-31,Medical expense insurance,2017,6,13099169.515032314,11718368.1016694,1380801.4133629128
5000,2024-12-31,Medical expense insurance,2017,7,9327902.896877743,10887026.313424664,-1559123.4165469203
5000,2024-12-31,Medical expense insurance,2018,0,5762079.567983318,272206.16702903656,5489873.400954282
5000,2024-12-31,Medical expense insurance,2018,1,4883835.834519982,1833080.923895462,3050754.9106245204
5000,2024-12-31,Medical expense insurance,2018,2,5670377.278478841,3222930.798614233,2447446.4798646085
5000,2024-12-31,Medical expense insurance,2018,3,6573152.116303232,3714700.704978977,2858451.4113242547
5000,2024-12-31,Medical expense insurance,2018,4,4824619.953370524,3729934.572468096,1094685.3809024282
5000,2024-12-31,Medical expense insurance,2018,5,6093954.956248868,5014565.152175343,1079389.8040735256
5000,2024-12-31,Medical expense insurance,2018,6,7319355.182355591,5484091.050494833,1835264.1318607584
5000,2024-12-31,Medical expense insurance,2019,0,899029.878917117,159109.39821852368,739920.4806985933
5000,2024-12-31,Medical expense insurance,2019,1,944785.5943426676,419755.41161797056,525030.182724697
5000,2024-12-31,Medical expense insurance,2019,2,1304306.4527783815,536858.647538996,767447.8052393856
5000,2024-12-31,Medical expense insurance,2019,3,1017719.9228062272,750248.9435173904,267470.9792888367
5000,2024-12-31,Medical expense insurance,2019,4,1378405.6715549785,1160566.6837739586,217838.98778101988
5000,2024-12-31,Medical expense insurance,2019,5,1802467.4971701135,1199826.893512237,602640.6036578771
5000,2024-12-31,Medical expense insurance,2020,0,671346.2180086825,83748.61808223328,587597.5999264492
5000,2024-12-31,Medical expense insurance,2020,1,1072390.8054167384,334008.7176763585,738382.0877403799
5000,2024-12-31,Medical expense insurance,2020,2,1300561.3416111134,489338.5200513165,811222.8215597969
5000,2024-12-31,Medical expense insurance,2020,3,1275866.4951313927,747557.9541236395,528308.5410077532
5000,2024-12-31,Medical expense insurance,2020,4,1478132.1923577203,905877.9992951212,572254.1930625992
5000,2024-12-31,Medical expense insurance,2021,0,5071557.20142096,718169.5898269647,4353387.611593995
5000,2024-12-31,Medical expense insurance,2021,1,6688968.095335428,2906438.0463013537,3782530.049034074
5000,2024-12-31,Medical expense insurance,2021,2,6265125.174651358,2950112.097693812,3315013.076957546
5000,2024-12-31,Medical expense insurance,2021,3,8382515.120024671,3945261.961490424,4437253.158534247
5000,2024-12-31,Medical expense insurance,2022,0,611301.4897113199,153909.6359030856,457391.85380823433
5000,2024-12-31,Medical expense insurance,2022,1,646238.1714933118,232556.4324445704,413681.73904874135
5000,2024-12-31,Medical expense insurance,2022,2,943802.3174703704,489725.9059493215,454076.4115210489
5000,2024-12-31,Medical expense insurance,2023,0,1024803.6993498242,88100.2527154932,936703.446634331
5000,2024-12-31,Medical expense insurance,2023,1,1428423.631275333,763986.932447407,664436.698827926
5000,2024-12-31,Medical expense insurance,2024,0,5839623.654105034,695395.8001823917,5144227.853922642
5000,2024-12-31,Income protection insurance,2015,0,997485.0658001724,191415.01744305805,806070.0483571142
5000,2024-12-31,Income protection insurance,2015,1,1800531.9391362907,652124.5178268267,1148407.421309464
5000,2024-12-31,Income protection insurance,2015,2,2465531.508441217,855343.6700404579,1610187.8384007588
5000,2024-12-31,Income protection insurance,2015,3,1738947.7540185407,1058930.4611360182,680017.2928825226
5000,2024-12-31,Income protection insurance,2015,4,1980665.9065181967,1315116.6680240748,665549.2384941219
5000,2024-12-31,Income protection insurance,2015,5,2725994.9049891755,2327064.3881712696,398930.51681790594
5000,2024-12-31,Income protection insurance,2015,6,3117730.3747078027,2177302.551974204,940427.8227335988
5000,2024-12-31,Income protection insurance,2015,7,3030105.2460550223,3242708.147962248,-212602.9019072256
5000,2024-12-31,Income protection insurance,2015,8,4216151.947554361,2471541.7628771155,1744610.1846772456
5000,2024-12-31,Income protection insurance,2015,9,2876664.500320371,4279477.703339002,-1402813.203018631
5000,2024-12-31,Income protection insurance,2016,0,1575987.2610531836,59838.62930479479,1516148.6317483888
5000,2024-12-31,Income protection insurance,2016,1,2674760.004312096,1123178.2490909696,1551581.755221126
5000,2024-12-31,Income protection insurance,2016,2,2480281.9271157184,1087070.0283463122,1393211.898769406
5000,2024-12-31,Income protection insurance,2016,3,2749139.050668448,1552166.8073518842,1196972.2433165635
5000,2024-12-31,Income protection insurance,2016,4,2772988.441042905,1877492.437169324,895496.0038735811
5000,2024-12-31,Income protection insurance,2016,5,3117560.7540595634,3098272.1984674344,19288.555592129007
5000,2024-12-31,Income protection insurance,2016,6,4139381.377787979,2915206.614240596,1224174.7635473828
5000,2024-12-31,Income protection insurance,2016,7,3344043.8582064705,3882136.49208855,-538092.6338820793
5000,2024-12-31,Income protection insurance,2016,8,4743831.057549079,4793384.259489055,-49553.20193997584
5000,2024-12-31,Income protection insurance,2017,0,3888570.8114552815,331768.66476520133,3556802.14669008
5000,2024-12-31,Income protection insurance,2017,1,4600544.49110973,1564462.308125237,3036082.1829844927
5000,2024-12-31,Income protection insurance,2017,2,4379602.201352466,1770488.788608602,2609113.412743864
5000,2024-12-31,Income protection insurance,2017,3,3931328.484987356,2469362.6778904893,1461965.807096867
5000,2024-12-31,Income protection insurance,2017,4,6529385.801416255,3376932.085223725,3152453.716192529
5000,2024-12-31,Income protection insurance,2017,5,7646650.147557954,6127279.378924625,1519370.7686333293
5000,2024-12-31,Income protection insurance,2017,6,6259470.390508327,4753531.76567624,1505938.6248320872
5000,2024-12-31,Income protection insurance,2017,7,7354094.603607001,7974933.154657152,-620838.5510501508
5000,2024-12-31,Income protection insurance,2018,0,5066862.25592755,468363.12132657855,4598499.134600971
5000,2024-12-31,Income protection insurance,2018,1,7071552.474183464,3199372.4456224223,3872180.028561042
5000,2024-12-31,Income protection insurance,2018,2,9393529.49784604,4136245.9645059225,5257283.533340119
5000,2024-12-31,Income protection insurance,2018,3,7311928.225244694,6269015.56944785,1042912.6557968444
5000,2024-12-31,Income protection insurance,2018,4,8075635.032814457,5719046.064602775,2356588.9682116825
5000,2024-12-31,Income protection insurance,2018,5,8210446.874294194,8413067.409082282,-202620.53478808797
5000,2024-12-31,Income protection insurance,2018,6,12175699.614072071,11841591.29577579,334108.3182962816
5000,2024-12-31,Income protection insurance,2019,0,2765786.6850112644,855145.1871390999,1910641.4978721645
5000,2024-12-31,Income protection insurance,2019,1,2525124.260108235,1113605.6898468698,1411518.570261365
5000,2024-12-31,Income protection insurance,2019,2,2707763.910172007,1489350.6217659237,1218413.2884060836
5000,2024-12-31,Income protection insurance,2019,3,3455358.8103401437,2497115.804732606,958243.0056075376
5000,2024-12-31,Income protection insurance,2019,4,4299140.130030594,3365176.881033217,933963.2489973764
5000,2024-12-31,Income protection insurance,2019,5,4813486.329401638,4344886.922335674,468599.4070659643
5000,2024-12-31,Income protection insurance,2020,0,3932814.203377195,158144.0101638586,3774670.1932133366
5000,2024-12-31,Income protection insurance,2020,1,7388711.808964517,2495819.3243768066,4892892.48458771
5000,2024-12-31,Income protection insurance,2020,2,7640330.776821633,3641930.546404812,3998400.230416821
5000,2024-12-31,Income protection insurance,2020,3,8286963.7749265535,4709092.572458171,3577871.202468382
5000,2024-12-31,Income protection insurance,2020,4,7833721.75017697,5657507.431632988,2176214.3185439818
5000,2024-12-31,Income protection insurance,2021,0,841980.6928113499,12306.673035909287,829674.0197754406
5000,2024-12-31,Income protection insurance,2021,1,1365433.931390018,558427.6721816966,807006.2592083213
5000,2024-12-31,Income protection insurance,2021,2,1788380.7335048649,553324.1640235068,1235056.569481358
5000,2024-12-31,Income protection insurance,2021,3,2015052.521790652,1161573.319210556,853479.2025800957
5000,2024-12-31,Income protection insurance,2022,0,1400182.117293406,76261.5895267853,1323920.5277666207
5000,2024-12-31,Income protection insurance,2022,1,1738733.9871437375,747127.3899104289,991606.5972333088
