reporting_period,Policy_ID,Syndicate_Number,Year_of_Account,LOB_Code,LOB_Name,Currency,Inception_Date,Expiry_Date,Gross_Written_Premium,Net_Written_Premium,Broker,Country,Risk_Code
2025-11-30,POL000695,2010,2020,A1,Direct Accident & Health,AUD,2020-03-01,2021-03-01,1172764.63,1059341.29,Broker_26,FR,8
2025-11-30,POL000696,623,2022,A2,Accident & Health Reinsurance,AUD,2022-01-26,2023-01-26,2992185.87,2647284.43,Broker_28,GB,7
2025-11-30,POL000697,2987,2019,D1,Direct Motor (Private Car),USD,2019-05-26,2020-05-25,1800125.13,1708159.06,Broker_26,GB,1
2025-11-30,POL000698,4242,2018,A2,Accident & Health Reinsurance,JPY,2018-02-06,2019-02-06,13731.06,11651.28,Broker_41,FR,1
2025-11-30,POL000699,5000,2023,E1,Energy Offshore,JPY,2023-06-22,2024-06-21,4761797.43,3967833.53,Broker_35,AU,6
2025-11-30,POL000700,1183,2026,A2,Accident & Health Reinsurance,AUD,2026-05-09,2027-05-09,916340.8,710712.94,Broker_9,CA,4
2025-11-30,POL000701,33,2019,A1,Direct Accident & Health,EUR,2019-10-02,2020-10-01,634897.83,505069.77,Broker_42,DE,6
2025-11-30,POL000702,5000,2020,A1,Direct Accident & Health,EUR,2020-02-07,2021-02-06,1539147.26,1447649.92,Broker_3,DE,9
2025-11-30,POL000703,2791,2018,E1,Energy Offshore,EUR,2018-12-18,2019-12-18,511283.17,422979.2,Broker_37,JP,8
2025-11-30,POL000704,1183,2024,D2,Direct Motor (Commercial),USD,2024-03-16,2025-03-16,1413609.97,1134820.39,Broker_42,GB,1
2025-11-30,POL000705,1183,2025,A2,Accident & Health Reinsurance,CHF,2025-02-06,2026-02-06,4292113.24,3442208.09,Broker_29,DE,9
2025-11-30,POL000706,2987,2020,E1,Energy Offshore,JPY,2020-10-18,2021-10-18,1849938.53,1650945.92,Broker_1,JP,6
2025-11-30,POL000707,5000,2021,D2,Direct Motor (Commercial),CAD,2021-01-27,2022-01-27,446209.87,416815.05,Broker_12,CA,2
2025-11-30,POL000708,1910,2026,E1,Energy Offshore,AUD,2026-11-05,2027-11-05,258802.13,190860.7,Broker_24,CA,1
2025-11-30,POL000709,5000,2020,E1,Energy Offshore,CAD,2020-12-11,2021-12-11,723879.14,509251.61,Broker_41,DE,3
2025-11-30,POL000710,33,2022,E1,Energy Offshore,USD,2022-05-20,2023-05-20,2714656.34,2212148.33,Broker_38,FR,2
2025-11-30,POL000711,2010,2026,A2,Accident & Health Reinsurance,USD,2026-06-09,2027-06-09,755414.36,651215.71,Broker_5,JP,3
2025-11-30,POL000712,2010,2020,A1,Direct Accident & Health,EUR,2020-12-05,2021-12-05,2928805.16,2245098.66,Broker_47,AU,3
2025-11-30,POL000713,623,2022,D2,Direct Motor (Commercial),JPY,2022-01-08,2023-01-08,2609202.07,2263003.87,Broker_16,US,4
2025-11-30,POL000714,2525,2025,A1,Direct Accident & Health,CHF,2025-12-09,2026-12-09,518439.85,364971.32,Broker_50,JP,2
2025-11-30,POL000715,2791,2022,A1,Direct Accident & Health,JPY,2022-09-10,2023-09-10,4369653.39,3197277.35,Broker_7,FR,5
2025-11-30,POL000716,5000,2019,D1,Direct Motor (Private Car),AUD,2019-07-21,2020-07-20,537924.64,444613.52,Broker_25,JP,1
2025-11-30,POL000717,5000,2018,A1,Direct Accident & Health,USD,2018-04-19,2019-04-19,3986339.24,3130239.56,Broker_18,CA,1
2025-11-30,POL000718,5000,2026,A2,Accident & Health Reinsurance,GBP,2026-06-17,2027-06-17,4589685.54,4255036.89,Broker_37,US,4
2025-11-30,POL000719,2010,2025,D2,Direct Motor (Commercial),AUD,2025-11-27,2026-11-27,3894357.75,2892084.47,Broker_30,CA,1
2025-11-30,POL000720,5000,2025,D1,Direct Motor (Private Car),JPY,2025-12-03,2026-12-03,2242040.75,2110611.16,Broker_36,GB,9
2025-11-30,POL000721,4242,2021,D1,Direct Motor (Private Car),GBP,2021-02-09,2022-02-09,3549387.67,2503338.6,Broker_3,FR,6
2025-11-30,POL000722,5000,2024,A1,Direct Accident & Health,GBP,2024-05-06,2025-05-06,4586213.13,3879278.43,Broker_45,US,9
2025-11-30,POL000723,2525,2025,A2,Accident & Health Reinsurance,EUR,2025-10-17,2026-10-17,2600842.8,1972979.9,Broker_48,JP,6
2025-11-30,POL000724,2010,2021,D1,Direct Motor (Private Car),USD,2021-02-05,2022-02-05,3514969.62,3039483.69,Broker_8,FR,6
2025-11-30,POL000725,2525,2022,D1,Direct Motor (Private Car),CAD,2022-03-11,2023-03-11,4997308.8,4500418.51,Broker_48,CA,4
2025-11-30,POL000726,5000,2022,D1,Direct Motor (Private Car),AUD,2022-02-11,2023-02-11,396643.3,279438.08,Broker_15,FR,4
2025-11-30,POL000727,4242,2023,A2,Accident & Health Reinsurance,CHF,2023-11-26,2024-11-25,2668907.19,2182713.56,Broker_2,DE,8
2025-11-30,POL000728,623,2024,A2,Accident & Health Reinsurance,JPY,2024-02-14,2025-02-13,2442000.29,2091018.64,Broker_35,DE,3
2025-11-30,POL000729,623,2024,D2,Direct Motor (Commercial),GBP,2024-05-10,2025-05-10,3619418.22,2656703.86,Broker_22,JP,4
2025-11-30,POL000730,33,2022,E1,Energy Offshore,CAD,2022-12-14,2023-12-14,2255820.21,1694526.72,Broker_35,JP,5
2025-11-30,POL000731,2525,2018,A2,Accident & Health Reinsurance,EUR,2018-01-17,2019-01-17,4183834.29,3464150.6,Broker_22,AU,3
2025-11-30,POL000732,2791,2019,D2,Direct Motor (Commercial),USD,2019-07-17,2020-07-16,2500552.2,1819240.67,Broker_14,FR,1
2025-11-30,POL000733,4242,2025,D1,Direct Motor (Private Car),JPY,2025-11-18,2026-11-18,471657.94,342063.04,Broker_38,US,8
2025-11-30,POL000734,4242,2019,A1,Direct Accident & Health,CAD,2019-12-25,2020-12-24,4775765.3,4072445.97,Broker_7,CA,5
2025-11-30,POL000735,33,2023,D1,Direct Motor (Private Car),USD,2023-03-20,2024-03-19,4739804.27,3624240.7,Broker_18,AU,2
2025-11-30,POL000736,1910,2023,A2,Accident & Health Reinsurance,AUD,2023-05-08,2024-05-07,1225206.41,1143013.21,Broker_33,GB,2
2025-11-30,POL000737,1910,2026,A2,Accident & Health Reinsurance,AUD,2026-02-07,2027-02-07,3539069.36,2645792.14,Broker_39,FR,5
2025-11-30,POL000738,33,2019,D2,Direct Motor (Commercial),CAD,2019-09-07,2020-09-06,2471471.33,1732476.65,Broker_44,CA,4
2025-11-30,POL000739,1183,2025,D2,Direct Motor (Commercial),EUR,2025-07-07,2026-07-07,3332495.83,2512296.01,Broker_34,US,3
2025-11-30,POL000740,2525,2020,A1,Direct Accident & Health,USD,2020-09-16,2021-09-16,945760.84,664527.42,Broker_14,FR,9
2025-11-30,POL000741,1183,2025,D1,Direct Motor (Private Car),USD,2025-04-19,2026-04-19,195736.31,181917.36,Broker_47,AU,1
2025-11-30,POL000742,2525,2023,D1,Direct Motor (Private Car),EUR,2023-05-09,2024-05-08,2315576.32,2143660.91,Broker_12,AU,6
2025-11-30,POL000743,1910,2019,D2,Direct Motor (Commercial),GBP,2019-02-01,2020-02-01,4179345.72,3930270.05,Broker_8,JP,6
2025-11-30,POL000744,2987,2025,D2,Direct Motor (Commercial),AUD,2025-03-27,2026-03-27,321596.93,255986.9,Broker_40,JP,1
2025-11-30,POL000745,1910,2019,A1,Direct Accident & Health,GBP,2019-08-23,2020-08-22,1953279.05,1832030.43,Broker_20,US,9
2025-11-30,POL000746,1183,2024,D2,Direct Motor (Commercial),JPY,2024-08-02,2025-08-02,1564446.37,1401322.96,Broker_8,CA,3
2025-11-30,POL000747,2987,2025,E1,Energy Offshore,USD,2025-12-17,2026-12-17,4444324.15,3648623.43,Broker_16,JP,9
2025-11-30,POL000748,2987,2018,D2,Direct Motor (Commercial),AUD,2018-05-26,2019-05-26,3242123.07,2293234.25,Broker_13,GB,4
2025-11-30,POL000749,2010,2026,A2,Accident & Health Reinsurance,GBP,2026-09-03,2027-09-03,3416170.41,3135607.63,Broker_49,GB,9
2025-11-30,POL000750,4242,2024,D2,Direct Motor (Commercial),AUD,2024-10-14,2025-10-14,3726306.15,2765139.56,Broker_4,JP,8
2025-11-30,POL000751,1183,2021,E1,Energy Offshore,CHF,2021-06-11,2022-06-11,4030761.95,3653128.6,Broker_7,AU,8
2025-11-30,POL000752,2987,2024,A2,Accident & Health Reinsurance,CAD,2024-07-27,2025-07-27,2850458.76,2651475.96,Broker_48,US,8
2025-11-30,POL000753,2010,2019,A1,Direct Accident & Health,AUD,2019-07-23,2020-07-22,333847.4,272563.5,Broker_17,US,2
2025-11-30,POL000754,1910,2021,A1,Direct Accident & Health,USD,2021-12-05,2022-12-05,1698455.65,1586155.05,Broker_48,AU,9
2025-11-30,POL000755,5000,2022,E1,Energy Offshore,USD,2022-11-22,2023-11-22,3006668.49,2503090.86,Broker_25,DE,3
2025-11-30,POL000756,5000,2024,D1,Direct Motor (Private Car),AUD,2024-07-18,2025-07-18,2139683.96,1844800.81,Broker_27,GB,1
2025-11-30,POL000757,2525,2025,D2,Direct Motor (Commercial),CHF,2025-12-10,2026-12-10,2207467.37,1848080.57,Broker_29,US,4
2025-11-30,POL000758,2987,2025,D1,Direct Motor (Private Car),JPY,2025-06-21,2026-06-21,1503249.61,1333422.12,Broker_31,FR,7
2025-11-30,POL000759,2987,2024,A1,Direct Accident & Health,USD,2024-12-25,2025-12-25,3678903.57,3308563.8,Broker_6,US,4
2025-11-30,POL000760,1183,2023,A2,Accident & Health Reinsurance,JPY,2023-09-05,2024-09-04,4738349.98,4225244.6,Broker_32,AU,4
2025-11-30,POL000761,4242,2025,D1,Direct Motor (Private Car),GBP,2025-12-21,2026-12-21,3875516.57,3257511.93,Broker_5,CA,9
2025-11-30,POL000762,2525,2023,D1,Direct Motor (Private Car),JPY,2023-06-08,2024-06-07,3616967.63,2561253.08,Broker_39,JP,2
2025-11-30,POL000763,33,2023,D1,Direct Motor (Private Car),GBP,2023-11-22,2024-11-21,3023563.01,2153981.38,Broker_49,AU,7
2025-11-30,POL000764,1910,2020,A1,Direct Accident & Health,EUR,2020-06-20,2021-06-20,1742969.49,1335649.95,Broker_44,AU,1
2025-11-30,POL000765,2525,2021,D1,Direct Motor (Private Car),USD,2021-12-27,2022-12-27,362044.82,337971.82,Broker_36,CA,7
2025-11-30,POL000766,2525,2023,D1,Direct Motor (Private Car),JPY,2023-11-09,2024-11-08,3572650.16,3326725.54,Broker_37,GB,8
2025-11-30,POL000767,1910,2022,D2,Direct Motor (Commercial),EUR,2022-03-18,2023-03-18,1805349.17,1446902.55,Broker_47,AU,8
2025-11-30,POL000768,33,2024,D2,Direct Motor (Commercial),GBP,2024-01-12,2025-01-11,338333.11,296547.72,Broker_1,GB,4
2025-11-30,POL000769,623,2021,E1,Energy Offshore,CHF,2021-09-07,2022-09-07,1116679.66,999559.83,Broker_30,CA,1
2025-11-30,POL000770,5000,2025,A2,Accident & Health Reinsurance,EUR,2025-09-12,2026-09-12,3295413.98,2543043.68,Broker_28,GB,7
2025-11-30,POL000771,1183,2022,A2,Accident & Health Reinsurance,CHF,2022-08-16,2023-08-16,4371804.5,3093552.04,Broker_11,CA,2
2025-11-30,POL000772,5000,2019,A1,Direct Accident & Health,CHF,2019-04-11,2020-04-10,2363776.85,2221822.47,Broker_39,JP,5
2025-11-30,POL000773,2987,2020,E1,Energy Offshore,CHF,2020-06-08,2021-06-08,4209661.14,3530453.88,Broker_11,AU,7
2025-11-30,POL000774,2010,2023,D1,Direct Motor (Private Car),EUR,2023-11-07,2024-11-06,3575666.11,3060244.32,Broker_6,GB,9
2025-11-30,POL000775,623,2024,E1,Energy Offshore,GBP,2024-09-01,2025-09-01,2800091.92,2312024.3,Broker_18,US,1
2025-11-30,POL000776,2987,2022,E1,Energy Offshore,CAD,2022-01-20,2023-01-20,1300938.3,919079.11,Broker_31,DE,1
2025-11-30,POL000777,5000,2021,E1,Energy Offshore,AUD,2021-10-21,2022-10-21,2972306.44,2532303.15,Broker_2,CA,6
2025-11-30,POL000778,623,2021,D2,Direct Motor (Commercial),JPY,2021-04-21,2022-04-21,2804978.76,2234489.95,Broker_25,US,7
2025-11-30,POL000779,5000,2018,D2,Direct Motor (Commercial),JPY,2018-08-04,2019-08-04,3187739.11,3008245.36,Broker_46,FR,8
2025-11-30,POL000780,1910,2026,D1,Direct Motor (Private Car),EUR,2026-01-02,2027-01-02,3700420.61,2670426.81,Broker_18,AU,1
2025-11-30,POL000781,2987,2026,E1,Energy Offshore,JPY,2026-08-03,2027-08-03,1926255.18,1759826.5,Broker_30,DE,1
2025-11-30,POL000782,1910,2022,A1,Direct Accident & Health,GBP,2022-07-20,2023-07-20,1069264.8,887525.83,Broker_34,US,6
2025-11-30,POL000783,2791,2024,D2,Direct Motor (Commercial),CHF,2024-11-26,2025-11-26,3031167.98,2165083.54,Broker_1,AU,2
2025-11-30,POL000784,4242,2025,A1,Direct Accident & Health,GBP,2025-10-08,2026-10-08,3630086.16,2643820.09,Broker_6,AU,3
2025-11-30,POL000785,2525,2021,A1,Direct Accident & Health,USD,2021-12-06,2022-12-06,3467463.35,2909089.77,Broker_39,CA,4
2025-11-30,POL000786,2791,2019,A1,Direct Accident & Health,GBP,2019-10-24,2020-10-23,1696613.92,1572280.36,Broker_41,US,2
2025-11-30,POL000787,4242,2023,D1,Direct Motor (Private Car),EUR,2023-08-11,2024-08-10,2058887.5,1903748.74,Broker_10,AU,9
2025-11-30,POL000788,33,2024,A2,Accident & Health Reinsurance,CHF,2024-02-18,2025-02-17,1609893.33,1198699.01,Broker_40,FR,2
2025-11-30,POL000789,2525,2022,A2,Accident & Health Reinsurance,EUR,2022-01-02,2023-01-02,1801413.83,1625036.42,Broker_21,FR,7
2025-11-30,POL000790,623,2023,D2,Direct Motor (Commercial),CAD,2023-02-01,2024-02-01,660286.76,519253.97,Broker_14,FR,5
2025-11-30,POL000791,1910,2024,D2,Direct Motor (Commercial),AUD,2024-08-13,2025-08-13,1273473.81,1068220.34,Broker_16,AU,1
2025-11-30,POL000792,2987,2020,D1,Direct Motor (Private Car),EUR,2020-11-05,2021-11-05,2652567.68,2122639.12,Broker_42,FR,3
2025-11-30,POL000793,2791,2020,A2,Accident & Health Reinsurance,GBP,2020-08-26,2021-08-26,1918597.46,1489082.57,Broker_39,CA,4
2025-11-30,POL000794,2010,2018,A2,Accident & Health Reinsurance,GBP,2018-09-20,2019-09-20,2729966.23,2362421.46,Broker_40,JP,4
2025-11-30,POL000795,2010,2023,A1,Direct Accident & Health,USD,2023-12-10,2024-12-09,4286574.85,3445449.39,Broker_19,AU,7
2025-11-30,POL000796,623,2020,A1,Direct Accident & Health,AUD,2020-07-19,2021-07-19,3731211.33,2644642.47,Broker_26,AU,8
2025-11-30,POL000797,2987,2021,A2,Accident & Health Reinsurance,CAD,2021-02-11,2022-02-11,4667940.98,3669697.82,Broker_4,JP,4
2025-11-30,POL000798,2010,2019,E1,Energy Offshore,AUD,2019-11-24,2020-11-23,4692853.73,3485717.96,Broker_19,GB,3
2025-11-30,POL000799,2010,2018,E1,Energy Offshore,USD,2018-05-09,2019-05-09,379633.79,359971.81,Broker_5,GB,6
2025-11-30,POL000800,2010,2026,D2,Direct Motor (Commercial),EUR,2026-09-06,2027-09-06,2865852.78,2721992.2,Broker_49,GB,3
2025-11-30,POL000801,4242,2019,E1,Energy Offshore,GBP,2019-10-14,2020-10-13,2605375.92,2221559.61,Broker_8,US,4
2025-11-30,POL000802,623,2021,D2,Direct Motor (Commercial),JPY,2021-06-12,2022-06-12,2154857.97,1663150.47,Broker_42,JP,2
2025-11-30,POL000803,2525,2024,A2,Accident & Health Reinsurance,USD,2024-01-07,2025-01-06,2766084.27,2350399.27,Broker_20,US,7
2025-11-30,POL000804,2010,2018,A2,Accident & Health Reinsurance,USD,2018-07-10,2019-07-10,1524484.51,1219007.83,Broker_1,JP,1
2025-11-30,POL000805,5000,2018,E1,Energy Offshore,GBP,2018-02-13,2019-02-13,2903228.67,2487968.14,Broker_32,DE,1
2025-11-30,POL000806,2010,2025,A2,Accident & Health Reinsurance,AUD,2025-11-18,2026-11-18,3872235.49,2760973.99,Broker_17,DE,4
2025-11-30,POL000807,2010,2022,A2,Accident & Health Reinsurance,GBP,2022-04-04,2023-04-04,4663194.73,4266243.74,Broker_9,AU,7
2025-11-30,POL000808,2525,2023,A2,Accident & Health Reinsurance,JPY,2023-02-02,2024-02-02,309026.53,256306.56,Broker_16,FR,1
2025-11-30,POL000809,623,2022,A2,Accident & Health Reinsurance,CAD,2022-08-10,2023-08-10,4521527.17,3342006.79,Broker_47,AU,5
2025-11-30,POL000810,2791,2022,D2,Direct Motor (Commercial),USD,2022-09-18,2023-09-18,614565.75,443318.31,Broker_9,AU,3
2025-11-30,POL000811,2525,2023,D2,Direct Motor (Commercial),JPY,2023-04-26,2024-04-25,2165273.47,1724694.01,Broker_19,JP,3
2025-11-30,POL000812,2987,2026,E1,Energy Offshore,EUR,2026-07-26,2027-07-26,1138496.48,1045376.08,Broker_31,US,9
2025-11-30,POL000813,2791,2026,E1,Energy Offshore,USD,2026-02-16,2027-02-16,769928.33,589760.39,Broker_41,JP,5
2025-11-30,POL000814,4242,2025,A2,Accident & Health Reinsurance,EUR,2025-09-16,2026-09-16,972269.65,727040.3,Broker_40,US,5
2025-11-30,POL000815,2010,2026,A1,Direct Accident & Health,USD,2026-07-04,2027-07-04,2332779.99,2183013.1,Broker_11,AU,6
2025-11-30,POL000816,2987,2019,D1,Direct Motor (Private Car),EUR,2019-09-03,2020-09-02,2390470.64,2172280.09,Broker_14,US,1
2025-11-30,POL000817,4242,2025,A2,Accident & Health Reinsurance,USD,2025-10-18,2026-10-18,2114653.47,1601700.01,Broker_19,FR,8
2025-11-30,POL000818,1183,2023,D1,Direct Motor (Private Car),GBP,2023-04-17,2024-04-16,4007808.7,3183381.2,Broker_30,JP,5
2025-11-30,POL000819,2791,2022,D1,Direct Motor (Private Car),CHF,2022-11-20,2023-11-20,1903034.34,1765461.24,Broker_40,AU,5
2025-11-30,POL000820,2791,2021,D2,Direct Motor (Commercial),EUR,2021-09-04,2022-09-04,3249278.28,2841551.17,Broker_26,AU,7
2025-11-30,POL000821,2525,2025,D1,Direct Motor (Private Car),EUR,2025-01-13,2026-01-13,256254.32,215851.64,Broker_2,US,6
2025-11-30,POL000822,2525,2018,A1,Direct Accident & Health,JPY,2018-04-15,2019-04-15,2835951.17,2526332.6,Broker_30,AU,2
2025-11-30,POL000823,2987,2025,D1,Direct Motor (Private Car),CAD,2025-03-12,2026-03-12,4438834.12,3818801.91,Broker_49,CA,1
2025-11-30,POL000824,1183,2019,A1,Direct Accident & Health,CHF,2019-12-23,2020-12-22,4214346.96,3331632.61,Broker_15,CA,4
2025-11-30,POL000825,2525,2023,A1,Direct Accident & Health,CAD,2023-11-25,2024-11-24,1774339.87,1300799.14,Broker_19,US,6
2025-11-30,POL000826,2791,2025,A1,Direct Accident & Health,GBP,2025-09-02,2026-09-02,2368153.51,2177166.28,Broker_25,AU,4
2025-11-30,POL000827,2987,2023,D1,Direct Motor (Private Car),JPY,2023-04-18,2024-04-17,2028410.41,1650936.22,Broker_10,GB,7
2025-11-30,POL000828,2987,2026,D1,Direct Motor (Private Car),EUR,2026-11-17,2027-11-17,1849827.59,1613986.52,Broker_29,CA,3
2025-11-30,POL000829,623,2021,D2,Direct Motor (Commercial),AUD,2021-03-09,2022-03-09,4031470.15,3103903.31,Broker_2,CA,7
2025-11-30,POL000830,623,2020,A1,Direct Accident & Health,CAD,2020-01-06,2021-01-05,3702688.82,2878593.64,Broker_9,JP,8
2025-11-30,POL000831,5000,2021,E1,Energy Offshore,GBP,2021-08-04,2022-08-04,57005.08,51429.88,Broker_36,FR,9
2025-11-30,POL000832,33,2022,D2,Direct Motor (Commercial),CHF,2022-04-25,2023-04-25,3922019.53,3132524.14,Broker_9,AU,2
2025-11-30,POL000833,2010,2021,D1,Direct Motor (Private Car),GBP,2021-01-17,2022-01-17,2440541.9,2244232.31,Broker_5,GB,3
2025-11-30,POL000834,1183,2023,A1,Direct Accident & Health,JPY,2023-02-16,2024-02-16,4015254.66,3058585.52,Broker_1,US,9
2025-11-30,POL000835,2525,2025,D2,Direct Motor (Commercial),CHF,2025-07-15,2026-07-15,181146.53,149335.66,Broker_27,US,3
2025-11-30,POL000836,5000,2025,A1,Direct Accident & Health,CAD,2025-07-04,2026-07-04,4865078.56,3674898.99,Broker_29,GB,4
2025-11-30,POL000837,2987,2018,A1,Direct Accident & Health,CHF,2018-07-20,2019-07-20,2169507.74,1781265.92,Broker_19,JP,8
2025-11-30,POL000838,4242,2026,A2,Accident & Health Reinsurance,EUR,2026-12-09,2027-12-09,4616886.5,4027401.65,Broker_17,CA,5
2025-11-30,POL000839,33,2023,A1,Direct Accident & Health,CAD,2023-05-14,2024-05-13,4795530.64,4092268.28,Broker_20,CA,7
2025-11-30,POL000840,2525,2024,A1,Direct Accident & Health,CAD,2024-05-23,2025-05-23,534436.78,466082.48,Broker_21,FR,5
2025-11-30,POL000841,1910,2021,D2,Direct Motor (Commercial),CHF,2021-09-07,2022-09-07,3465938.27,2921697.17,Broker_45,JP,8
2025-11-30,POL000842,4242,2018,D1,Direct Motor (Private Car),JPY,2018-01-25,2019-01-25,1629288.18,1525470.93,Broker_7,US,8
2025-11-30,POL000843,4242,2026,A2,Accident & Health Reinsurance,AUD,2026-09-07,2027-09-07,3683907.2,3291802.38,Broker_35,GB,5
2025-11-30,POL000844,2791,2026,A2,Accident & Health Reinsurance,EUR,2026-08-06,2027-08-06,2533225.22,1822113.68,Broker_32,FR,3
2025-11-30,POL000845,2987,2022,D2,Direct Motor (Commercial),JPY,2022-02-15,2023-02-15,4115573.61,3414201.59,Broker_15,AU,4
2025-11-30,POL000846,2010,2021,E1,Energy Offshore,USD,2021-06-26,2022-06-26,4324061.29,3566881.91,Broker_9,DE,5
2025-11-30,POL000847,1910,2023,D1,Direct Motor (Private Car),JPY,2023-12-26,2024-12-25,1216404.89,998368.61,Broker_12,DE,3
2025-11-30,POL000848,623,2020,D1,Direct Motor (Private Car),USD,2020-12-14,2021-12-14,3854484.64,2901008.95,Broker_42,JP,1
2025-11-30,POL000849,2791,2021,D2,Direct Motor (Commercial),USD,2021-09-03,2022-09-03,2966915.23,2358641.45,Broker_49,AU,8
2025-11-30,POL000850,1183,2026,D1,Direct Motor (Private Car),USD,2026-06-01,2027-06-01,890295.43,804099.9,Broker_4,GB,5
2025-11-30,POL000851,1183,2020,A2,Accident & Health Reinsurance,CHF,2020-10-07,2021-10-07,2596814.14,1890876.21,Broker_41,DE,5
2025-11-30,POL000852,5000,2021,D1,Direct Motor (Private Car),USD,2021-07-24,2022-07-24,4513644.07,4143707.11,Broker_45,AU,6
2025-11-30,POL000853,2010,2022,D2,Direct Motor (Commercial),GBP,2022-01-20,2023-01-20,66549.64,55712.6,Broker_15,AU,6
2025-11-30,POL000854,1910,2026,E1,Energy Offshore,USD,2026-04-17,2027-04-17,4737665.71,3817798.2,Broker_16,GB,7
2025-11-30,POL000855,2525,2026,A1,Direct Accident & Health,EUR,2026-06-23,2027-06-23,831244.94,738494.74,Broker_2,AU,7
2025-11-30,POL000856,2791,2025,A2,Accident & Health Reinsurance,EUR,2025-05-06,2026-05-06,289451.52,237358.05,Broker_15,US,1
2025-11-30,POL000857,1910,2026,D2,Direct Motor (Commercial),GBP,2026-11-18,2027-11-18,4647743.75,3983607.7,Broker_17,FR,8
2025-11-30,POL000858,2525,2026,E1,Energy Offshore,EUR,2026-11-06,2027-11-06,4086832.41,3278449.83,Broker_22,CA,6
2025-11-30,POL000859,623,2019,D1,Direct Motor (Private Car),CAD,2019-10-05,2020-10-04,639503.95,467362.9,Broker_7,US,2
2025-11-30,POL000860,2987,2018,E1,Energy Offshore,GBP,2018-01-06,2019-01-06,261773.3,190084.25,Broker_28,GB,5
2025-11-30,POL000861,2010,2018,A1,Direct Accident & Health,GBP,2018-08-01,2019-08-01,1711690.66,1609787.24,Broker_6,GB,1
2025-11-30,POL000862,2010,2020,A1,Direct Accident & Health,GBP,2020-03-28,2021-03-28,1751771.6,1649391.81,Broker_9,GB,4
2025-11-30,POL000863,2987,2021,A1,Direct Accident & Health,USD,2021-03-11,2022-03-11,1494877.88,1341387.8,Broker_50,JP,1
2025-11-30,POL000864,5000,2023,D2,Direct Motor (Commercial),AUD,2023-06-16,2024-06-15,3277986.54,2657411.18,Broker_24,GB,6
2025-11-30,POL000865,2987,2020,A1,Direct Accident & Health,EUR,2020-06-10,2021-06-10,3311339.42,2513585.26,Broker_12,AU,9
2025-11-30,POL000866,1183,2022,E1,Energy Offshore,USD,2022-07-04,2023-07-04,1349815.38,1165645.15,Broker_31,DE,4
2025-11-30,POL000867,2791,2020,A1,Direct Accident & Health,GBP,2020-06-22,2021-06-22,3380906.52,3023656.7,Broker_27,JP,1
2025-11-30,POL000868,1183,2022,D2,Direct Motor (Commercial),USD,2022-09-04,2023-09-04,3397153.23,2527552.18,Broker_26,AU,7
2025-11-30,POL000869,2525,2018,D2,Direct Motor (Commercial),CAD,2018-04-11,2019-04-11,4249504.87,3484737.35,Broker_38,JP,9
2025-11-30,POL000870,33,2025,A2,Accident & Health Reinsurance,EUR,2025-10-13,2026-10-13,613593.7,441587.69,Broker_3,AU,4
2025-11-30,POL000871,1183,2020,A1,Direct Accident & Health,AUD,2020-06-08,2021-06-08,3891943.19,3542971.83,Broker_2,US,2
2025-11-30,POL000872,2987,2018,D1,Direct Motor (Private Car),JPY,2018-07-16,2019-07-16,4053193.06,3380948.89,Broker_28,JP,3
2025-11-30,POL000873,2987,2023,D1,Direct Motor (Private Car),EUR,2023-01-09,2024-01-09,337347.82,294387.86,Broker_23,AU,6
2025-11-30,POL000874,623,2021,D1,Direct Motor (Private Car),EUR,2021-04-03,2022-04-03,4853633.46,3610757.77,Broker_17,CA,4
