reporting_period,LEI,Undertaking_Name,Reporting_Date,Line_Of_Business,Development_Period,Mean_Claims,Std_Dev_Claims,CV,P10,P25,P50,P75,P90,P95,P99,IQR,Skewness,Kurtosis,Number_Of_Simulations,Simulation_Method,Distribution_Type,Distribution_Param1,Distribution_Param2
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,10,197037105.59,9236114.32,0.0469,182259322.67,187800991.27,197037105.59,206273219.92,211814888.51,213662111.38,215139889.67,18472228.649999976,0.4106,4.4054,10000,Bootstrap,LogNormal,0.6861,0.1056
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,11,209351924.69,7696761.94,0.0368,197037105.59,201655162.75,209351924.69,217048686.63,221666743.79,223206096.18,224437578.09,15393523.879999995,0.1219,3.1222,10000,Bootstrap,Gamma,0.961,0.9762
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,12,221666743.79,6157409.55,0.0278,211814888.51,215509334.24,221666743.79,227824153.34,231518599.07,232750080.98,233735266.51,12314819.099999994,0.6355,3.9728,10000,Bootstrap,Weibull,1.4835,0.458
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,13,233981562.89,4618057.16,0.0197,226592671.43,229363505.73,233981562.89,238599620.05,241370454.35,242294065.78,243032954.93,9236114.320000023,1.458,4.9332,10000,Bootstrap,Weibull,1.6539,0.2905
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,14,246296381.99,3078704.77,0.0125,241370454.35,243217677.22,246296381.99,249375086.76,251222309.63,251838050.58,252330643.35,6157409.539999992,1.2604,2.7523,10000,Bootstrap,Weibull,1.4448,0.5115
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,15,246296381.99,1539352.39,0.0063,243833418.17,244757029.6,246296381.99,247835734.38,248759345.81,249067216.29,249313512.67,3078704.780000001,-0.4216,4.7598,10000,Bootstrap,Gamma,1.9416,0.9167
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,0,29435009.88,9811669.96,0.3333,13736337.94,19623339.92,29435009.88,39246679.84,45133681.81,47096015.8,48665883.0,19623339.92,0.166,4.8893,10000,Bootstrap,LogNormal,0.6596,0.625
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,1,34340844.86,9198440.59,0.2679,19623339.92,25142404.27,34340844.86,43539285.44,49058349.8,50898037.91,52369788.41,18396881.169999998,0.471,2.8797,10000,Bootstrap,LogNormal,1.8299,0.2207
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,2,39246679.84,8585211.21,0.2188,25510341.89,30661468.62,39246679.84,47831891.05,52983017.78,54700060.02,56073693.82,17170422.429999996,0.6854,3.2955,10000,Bootstrap,Weibull,1.127,0.2902
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,3,44152514.82,7971981.84,0.1806,31397343.87,36180532.97,44152514.82,52124496.66,56907685.76,58502082.13,59777599.23,15943963.689999998,0.7493,4.9717,10000,Bootstrap,LogNormal,1.7503,0.7149
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,4,49058349.8,7358752.47,0.15,37284345.84,41699597.33,49058349.8,56417102.26,60832353.75,62304104.24,63481504.63,14717504.93,1.0128,4.5982,10000,Bootstrap,Weibull,1.2088,0.6103
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,5,53964184.77,6745523.1,0.125,43171347.82,47218661.68,53964184.77,60709707.87,64757021.73,66106126.35,67185410.04,13491046.189999998,1.291,4.2399,10000,Bootstrap,Weibull,0.704,0.8016
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,6,58870019.75,6132293.72,0.1042,49058349.8,52737726.03,58870019.75,65002313.48,68681689.71,69908148.46,70889315.45,12264587.449999996,-0.4546,4.6188,10000,Bootstrap,Gamma,1.6824,0.8477
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,7,63775854.73,5519064.35,0.0865,54945351.77,58256790.38,63775854.73,69294919.09,72606357.7,73710170.57,74593220.86,11038128.71,-0.4528,4.9311,10000,Bootstrap,Gamma,1.4212,0.82
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,8,68681689.71,4905834.98,0.0714,60832353.75,63775854.73,68681689.71,73587524.69,76531025.68,77512192.68,78297126.27,9811669.96,0.6331,3.3494,10000,Bootstrap,Gamma,0.9442,0.1629
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,9,73587524.69,4292605.61,0.0583,66719355.72,69294919.09,73587524.69,77880130.3,80455693.66,81314214.79,82001031.68,8585211.209999993,0.585,2.859,10000,Bootstrap,LogNormal,1.3513,0.6624
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,10,78493359.67,3679376.23,0.0469,72606357.7,74813983.44,78493359.67,82172735.91,84380361.65,85116236.89,85704937.09,7358752.469999999,0.3842,2.8908,10000,Bootstrap,Weibull,1.1491,0.8908
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,11,83399194.65,3066146.86,0.0368,78493359.67,80333047.79,83399194.65,86465341.51,88305029.63,88918259.0,89408842.5,6132293.719999999,0.4161,3.3568,10000,Bootstrap,Gamma,1.4446,0.657
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,12,88305029.63,2452917.49,0.0278,84380361.65,85852112.14,88305029.63,90757947.12,92229697.61,92720281.11,93112747.91,4905834.980000004,-0.3188,3.0912,10000,Bootstrap,Weibull,1.2416,0.4297
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,13,93210864.61,1839688.12,0.0197,90267363.62,91371176.49,93210864.61,95050552.73,96154365.6,96522303.22,96816653.32,3679376.2400000095,0.1399,3.6143,10000,Bootstrap,Gamma,0.9355,0.4127
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,14,98116699.59,1226458.74,0.0125,96154365.6,96890240.85,98116699.59,99343158.33,100079033.58,100324325.33,100520558.73,2452917.480000004,1.0473,3.7756,10000,Bootstrap,Gamma,1.8093,0.9537
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,15,98116699.59,613229.37,0.0063,97135532.59,97503470.22,98116699.59,98729928.96,99097866.59,99220512.46,99318629.16,1226458.7399999946,1.3442,3.1343,10000,Bootstrap,Weibull,1.2093,0.5815
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",0,78914306.6,26304768.87,0.3333,36826676.42,52609537.74,78914306.6,105219075.47,121001936.79,126262890.57,130471653.59,52609537.73,0.618,3.1318,10000,Bootstrap,Gamma,1.3213,0.1399
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",1,92066691.04,24660720.81,0.2679,52609537.74,67405970.22,92066691.04,116727411.85,131523844.34,136455988.5,140401703.83,49321441.629999995,1.1683,3.915,10000,Bootstrap,LogNormal,1.4776,0.2808
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",2,105219075.47,23016672.76,0.2188,68392399.06,82202402.71,105219075.47,128235748.23,142045751.89,146649086.44,150331754.08,46033345.52000001,0.6163,3.8266,10000,Bootstrap,Weibull,1.4294,0.8627
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",3,118371459.91,21372624.71,0.1806,84175260.38,96998835.2,118371459.91,139744084.61,152567659.43,156842184.38,160261804.33,42745249.41000001,1.0291,3.8672,10000,Bootstrap,Gamma,1.8401,0.4226
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",4,131523844.34,19728576.65,0.15,99958121.7,111795267.69,131523844.34,151252420.99,163089566.98,167035282.31,170191854.58,39457153.30000001,0.4851,4.1236,10000,Bootstrap,Gamma,1.1612,0.4253
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",5,144676228.77,18084528.6,0.125,115740983.02,126591700.18,144676228.77,162760757.37,173611474.53,177228380.25,180121904.82,36169057.19,-0.2752,4.0897,10000,Bootstrap,Weibull,0.7889,0.2244
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",6,157828613.21,16440480.54,0.1042,131523844.34,141388132.67,157828613.21,174269093.75,184133382.08,187421478.18,190051955.07,32880961.080000013,-0.1357,4.2212,10000,Bootstrap,Gamma,0.7075,0.9786
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",7,170980997.64,14796432.49,0.0865,147306705.66,156184565.15,170980997.64,185777430.13,194655289.62,197614576.12,199982005.32,29592864.97999999,1.0171,3.4818,10000,Bootstrap,Gamma,1.3899,0.1069
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",8,184133382.08,13152384.43,0.0714,163089566.98,170980997.64,184133382.08,197285766.51,205177197.17,207807674.06,209912055.57,26304768.870000005,1.1891,3.178,10000,Bootstrap,LogNormal,0.6078,0.7823
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",9,197285766.51,11508336.38,0.0583,178872428.3,185777430.13,197285766.51,208794102.89,215699104.72,218000771.99,219842105.81,23016672.75999999,0.1592,3.9189,10000,Bootstrap,LogNormal,1.766,0.7983
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",10,210438150.94,9864288.33,0.0469,194655289.62,200573862.62,210438150.94,220302439.27,226221012.26,228193869.93,229772156.06,19728576.650000006,0.1737,4.6717,10000,Bootstrap,LogNormal,1.0833,0.55
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",11,223590535.38,8220240.27,0.0368,210438150.94,215370295.11,223590535.38,231810775.65,236742919.81,238386967.87,239702206.31,16440480.539999992,0.7249,2.6775,10000,Bootstrap,Gamma,1.3957,0.6197
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",12,236742919.81,6576192.22,0.0278,226221012.26,230166727.6,236742919.81,243319112.03,247264827.36,248580065.8,249632256.56,13152384.430000007,1.247,3.3842,10000,Bootstrap,Weibull,0.8633,0.5289
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",13,249895304.25,4932144.16,0.0197,242003873.59,244963160.08,249895304.25,254827448.41,257786734.91,258773163.74,259562306.8,9864288.329999983,0.8747,3.9047,10000,Bootstrap,Weibull,0.7073,0.4131
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",14,263047688.68,3288096.11,0.0125,257786734.91,259759592.57,263047688.68,266335784.79,268308642.45,268966261.68,269492357.05,6576192.219999999,-0.3724,4.3483,10000,Bootstrap,LogNormal,1.8244,0.1411
2025-11-30,549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",15,263047688.68,1644048.05,0.0063,260417211.79,261403640.63,263047688.68,264691736.73,265678165.57,266006975.18,266270022.87,3288096.099999994,0.5509,3.915,10000,Bootstrap,Weibull,1.1582,0.5525
